adcode,city,ghi_quartile,advantage_t1_s1_i1_pct,advantage_t0_s1_i1_pct,advantage_t1_s0_i1_pct,advantage_t0_s0_i0_pct,plot_order
654200,塔城,Q4,2.36664185122224,1.2481765377290177,1.5755148047912335,0.5730441529041341,270
371500,聊城,Q4,3.1804427962858206,1.7688218436103131,1.984649794775839,0.6445835231773112,271
140200,大同,Q4,2.1516537265040547,1.4711631727029273,1.2200438461715368,0.5908599980685381,272
654000,伊犁,Q4,2.749992799835677,1.349509649804692,1.859727112622389,0.5867039359490844,273
530500,保山,Q4,4.267726575776698,2.1717785895996933,2.696946883840124,0.720809752673901,274
510400,攀枝花,Q4,4.6573844730387615,2.09911004283041,3.13392075667438,0.7146058958043877,275
460400,儋州,Q4,5.095958285997093,2.459073909375032,3.294805992064309,0.7856622414320169,276
621100,定西,Q4,1.969153707118787,1.580420318996434,0.930236888204683,0.6175830257521664,277
141100,吕梁,Q4,2.537122270211189,1.5924083467579342,1.4781430328260514,0.6108993827502962,278
530800,普洱,Q4,4.556712223814152,2.2602812449787457,2.916089412899358,0.7468327769366123,279
140600,朔州,Q4,2.011518226919873,1.456372624438251,1.0981529886835428,0.5863388205186171,280
650200,克拉玛依,Q4,2.3145334003146,1.2272199385708005,1.5394733787961634,0.56533196614732,281
532800,西双版纳,Q4,5.58717861570428,2.285266031383082,3.8493179298499935,0.7464749104875379,282
150900,乌兰察布,Q4,1.521286918340592,1.34819336533627,0.7048567360831148,0.5588848991775919,283
