context,strategy,share,before_viable,after_viable,new_viable,before_si,after_si,before_sj,after_sj,before_t,after_t,switches,before_npv_usd,after_npv_usd,private_gain_usd,direct_support_usd,admin_usd,total_public_usd,additional_discounted_mwh,new_support_usd,switch_support_usd,same_support_usd
cap,Matched gap,0.161,258,304,46,123,290,135,14,0,0,135,30615326.90499036,30615507.90499036,181.00000000000182,3712134.773410549,185606.73867052747,3897741.5120810764,914297.0951114908,1863451.2112524724,1848683.5621580766,0.0
cap,General,0.162,258,304,46,123,291,135,13,0,0,135,30615326.90499036,54026182.38149248,23410855.476502124,27150837.91565312,1357541.895782656,28508379.811435778,915486.514996719,3797823.474970974,12219600.57942671,11133413.861255439
cap,New technology,0.162,258,304,46,123,0,135,304,0,0,123,30615326.90499036,46998318.76638748,16382991.861397121,18960480.0,948024.0,19908504.0,394519.1426472388,2869020.0,7671510.0,8419950.0
cap,Matched gap,0.162,258,304,46,123,291,135,13,0,0,135,30615326.90499036,30615507.90499036,181.00000000000182,3740163.4391509998,187008.17195755,3927171.61110855,915486.514996719,1891479.8769929227,1848683.5621580766,0.0
cap,General,0.163,258,304,46,123,291,135,13,0,0,135,30615326.90499036,54193780.14640392,23578453.241413567,27318435.680564567,1365921.7840282284,28684357.464592796,915486.514996719,3821266.8297547447,12295030.212633047,11202138.638176773
cap,New technology,0.163,258,304,46,123,0,135,304,0,0,123,30615326.90499036,47115358.76638748,16500031.861397121,19077520.0,953876.0,20031396.0,394519.1426472388,2886730.0,7718865.0,8471925.0
cap,Matched gap,0.163,258,304,46,123,291,135,13,0,0,135,30615326.90499036,30615507.90499036,181.00000000000182,3740163.4391509998,187008.17195755,3927171.61110855,915486.514996719,1891479.8769929227,1848683.5621580766,0.0
cap,General,0.164,258,304,46,123,293,135,11,0,0,135,30615326.90499036,54361586.387446344,23746259.48245599,27543019.517266214,1377150.9758633107,28920170.493129525,917847.3481627173,3901696.256328728,12370459.845839381,11270863.415098106
cap,New technology,0.164,258,304,46,123,0,135,304,0,0,123,30615326.90499036,47232398.76638748,16617071.861397121,19194560.0,959728.0,20154288.0,394519.1426472388,2904440.0,7766220.0,8523900.0
cap,Matched gap,0.164,258,304,46,123,293,135,11,0,0,135,30615326.90499036,30615507.90499036,181.00000000000182,3796941.034810224,189847.0517405112,3986788.0865507354,917847.3481627173,1948257.472652147,1848683.5621580766,0.0
cap,General,0.165,258,304,46,123,294,135,10,0,0,135,30615326.90499036,54529644.845395476,23914317.940405115,27739631.532144018,1386981.576607201,29126613.10875122,919023.6457682397,3954153.8610788602,12445889.479045719,11339588.192019435
cap,New technology,0.165,258,304,46,123,0,135,304,0,0,123,30615326.90499036,47349438.76638748,16734111.861397121,19311600.0,965580.0,20277180.0,394519.1426472388,2922150.0,7813575.0,8575875.0
cap,Matched gap,0.165,258,304,46,123,294,135,10,0,0,135,30615326.90499036,30615507.90499036,181.00000000000182,3825494.591738904,191274.7295869452,4016769.3213258493,919023.6457682397,1976811.0295808269,1848683.5621580766,0.0
cap,General,0.166,258,305,47,123,294,135,11,0,0,135,30615326.90499036,54697857.59550725,24082530.690516885,27971660.511126705,1398583.0255563352,29370243.53668304,932459.6126366247,4042028.4299338823,12521319.11225206,11408312.968940765
cap,New technology,0.166,258,305,47,123,0,135,305,0,0,123,30615326.90499036,47466572.537516564,16851245.632526204,19492550.0,974627.5,20467177.5,407955.1095156239,3003770.0,7860930.0,8627850.0
cap,Matched gap,0.166,258,305,47,123,294,135,11,0,0,135,30615326.90499036,30615508.90499036,182.00000000000182,3889311.820609819,194465.59103049096,4083777.41164031,932459.6126366247,2040628.2584517421,1848683.5621580766,0.0
cap,General,0.167,258,305,47,123,295,135,10,0,0,135,30615326.90499036,54866386.73490928,24251059.82991892,28169178.74007576,1408458.937003788,29577637.677079547,933625.0219266888,4095392.2487552627,12596748.7454584,11477037.745862098
cap,New technology,0.167,258,305,47,123,0,135,305,0,0,123,30615326.90499036,47583997.537516564,16968670.632526208,19609975.000000004,980498.7500000002,20590473.750000004,407955.1095156239,3021865.0000000005,7908285.000000001,8679825.000000002
cap,Matched gap,0.167,258,305,47,123,295,135,10,0,0,135,30615326.90499036,30615508.90499036,182.00000000000182,3918300.910156833,195915.04550784166,4114215.9556646748,933625.0219266888,2069617.347998756,1848683.5621580766,0.0
cap,General,0.168,258,305,47,123,297,135,8,0,0,135,30615326.90499036,55035292.68649712,24419965.781506754,28396232.433062416,1419811.621653121,29816044.054715537,935951.6014491972,4178291.5316142575,12672178.378664736,11545762.522783428
cap,New technology,0.168,258,305,47,123,0,135,305,0,0,123,30615326.90499036,47701422.537516564,17086095.632526208,19727400.000000004,986370.0000000002,20713770.000000004,407955.1095156239,3039960.0000000005,7955640.000000001,8731800.000000002
cap,Matched gap,0.168,258,305,47,123,297,135,8,0,0,135,30615326.90499036,30615508.90499036,182.00000000000182,3976448.651555659,198822.43257778295,4175271.084133442,935951.6014491972,2127765.0893975818,1848683.5621580766,0.0
cap,General,0.169,258,306,48,123,297,135,9,0,0,135,30615326.90499036,55204380.31843689,24589053.41344653,28630322.626116354,1431516.1313058177,30061838.75742217,949357.910011501,4268227.3145405315,12747608.011871072,11614487.299704751
cap,New technology,0.169,258,306,48,123,0,135,306,0,0,123,30615326.90499036,47818909.9764024,17203583.071412046,19909890.000000004,995494.5000000002,20905384.500000004,421361.4180779278,3123120.0000000005,8002995.000000001,8783775.000000002
cap,Matched gap,0.169,258,306,48,123,297,135,9,0,0,135,30615326.90499036,30615509.90499036,183.00000000000182,4041452.2126698215,202072.61063349107,4243524.823303313,949357.910011501,2192768.6505117444,1848683.5621580766,0.0
cap,General,0.17,258,306,48,123,297,135,9,0,0,135,30615326.90499036,55373790.51149084,24758463.606500484,28799732.819170304,1439986.6409585152,30239719.46012882,949357.910011501,4293483.097466808,12823037.64507741,11683212.076626085
cap,New technology,0.17,258,306,48,123,0,135,306,0,0,123,30615326.90499036,47936719.9764024,17321393.071412046,20027700.000000004,1001385.0000000002,21029085.000000004,421361.4180779278,3141600.0000000005,8050350.000000001,8835750.000000002
cap,Matched gap,0.17,258,306,48,123,297,135,9,0,0,135,30615326.90499036,30615509.90499036,183.00000000000182,4041452.2126698215,202072.61063349107,4243524.823303313,949357.910011501,2192768.6505117444,1848683.5621580766,0.0
cap,General,0.171,258,306,48,123,298,135,8,0,0,135,30615326.90499036,55543292.134498626,24927965.229508273,28998852.2142856,1449942.61071428,30448794.824999884,950507.6022375526,4348448.082454443,12898467.278283743,11751936.853547415
cap,New technology,0.171,258,306,48,123,0,135,306,0,0,123,30615326.90499036,48054529.9764024,17439203.071412046,20145510.0,1007275.5,21152785.5,421361.4180779278,3160080.0,8097705.0,8887725.0
cap,Matched gap,0.171,258,306,48,123,298,135,8,0,0,135,30615326.90499036,30615509.90499036,183.00000000000182,4071069.984777335,203553.49923886676,4274623.484016202,950507.6022375526,2222386.422619258,1848683.5621580766,0.0
cap,General,0.17200000000000001,258,306,48,123,300,135,6,0,0,135,30615326.90499036,55713071.3154698,25097744.41047944,29228202.025533527,1461410.1012766764,30689612.126810204,952798.6095381129,4433643.483574694,12973896.91149009,11820661.630468741
cap,New technology,0.17200000000000001,258,306,48,123,0,135,306,0,0,123,30615326.90499036,48172339.9764024,17557013.071412046,20263320.0,1013166.0,21276486.0,421361.4180779278,3178560.0,8145060.0,8939700.0
cap,Matched gap,0.17200000000000001,258,306,48,123,300,135,6,0,0,135,30615326.90499036,30615509.90499036,183.00000000000182,4130640.615054084,206532.03075270422,4337172.6458067885,952798.6095381129,2281957.052896007,1848683.5621580766,0.0
cap,General,0.17300000000000001,258,307,49,123,304,135,3,0,0,135,30615326.90499036,55883703.85298475,25268376.94799439,29584965.145094164,1479248.2572547083,31064213.402348872,970737.2636920862,4646252.193007669,13049326.544696424,11889386.407390071
cap,New technology,0.17300000000000001,258,306,48,123,0,135,306,0,0,123,30615326.90499036,48290149.9764024,17674823.071412046,20381130.0,1019056.5,21400186.5,421361.4180779278,3197040.0,8192415.0,8991675.0
cap,Matched gap,0.17300000000000001,258,307,49,123,304,135,3,0,0,135,30615326.90499036,30615510.90499036,184.00000000000182,4316772.197099779,215838.60985498896,4532610.806954768,970737.2636920862,2468088.634941702,1848683.5621580766,0.0
cap,General,0.17400000000000002,258,307,49,123,304,135,3,0,0,135,30615326.90499036,56054715.21220495,25439388.307214588,29755976.50431437,1487798.8252157187,31243775.32953009,970737.2636920862,4673109.1421002,13124756.177902762,11958111.184311405
cap,New technology,0.17400000000000002,258,306,48,123,0,135,306,0,0,123,30615326.90499036,48407959.9764024,17792633.071412046,20498940.0,1024947.0,21523887.0,421361.4180779278,3215520.0,8239770.0,9043650.0
cap,Matched gap,0.17400000000000002,258,307,49,123,304,135,3,0,0,135,30615326.90499036,30615510.90499036,184.00000000000182,4316772.197099779,215838.60985498896,4532610.806954768,970737.2636920862,2468088.634941702,1848683.5621580766,0.0
cap,General,0.17500000000000002,258,307,49,123,304,135,3,0,0,135,30615326.90499036,56225726.57142515,25610399.666434787,29926987.863534566,1496349.3931767284,31423337.256711297,970737.2636920862,4699966.091192731,13200185.8111091,12026835.96123274
cap,New technology,0.17500000000000002,258,306,48,123,0,135,306,0,0,123,30615326.90499036,48525769.9764024,17910443.071412046,20616750.0,1030837.5,21647587.5,421361.4180779278,3234000.0,8287125.0,9095625.0
cap,Matched gap,0.17500000000000002,258,307,49,123,304,135,3,0,0,135,30615326.90499036,30615510.90499036,184.00000000000182,4316772.197099779,215838.60985498896,4532610.806954768,970737.2636920862,2468088.634941702,1848683.5621580766,0.0
cap,General,0.176,258,307,49,123,304,135,3,0,0,135,30615326.90499036,56396737.93064533,25781411.02565498,30097999.22275475,1504899.9611377376,31602899.18389249,970737.2636920862,4726823.040285259,13275615.44431543,12095560.738154061
cap,New technology,0.176,258,306,48,123,0,135,306,0,0,123,30615326.90499036,48643579.9764024,18028253.071412046,20734560.0,1036728.0,21771288.0,421361.4180779278,3252480.0,8334480.0,9147600.0
cap,Matched gap,0.176,258,307,49,123,304,135,3,0,0,135,30615326.90499036,30615510.90499036,184.00000000000182,4316772.197099779,215838.60985498896,4532610.806954768,970737.2636920862,2468088.634941702,1848683.5621580766,0.0
cap,General,0.177,258,307,49,123,304,135,3,0,0,135,30615326.90499036,56567749.28986554,25952422.38487518,30269010.581974953,1513450.5290987478,31782461.111073703,970737.2636920862,4753679.989377788,13351045.077521771,12164285.515075395
cap,New technology,0.177,258,306,48,123,0,135,306,0,0,123,30615326.90499036,48761389.9764024,18146063.071412046,20852370.0,1042618.5,21894988.5,421361.4180779278,3270960.0,8381835.0,9199575.0
cap,Matched gap,0.177,258,307,49,123,304,135,3,0,0,135,30615326.90499036,30615510.90499036,184.00000000000182,4316772.197099779,215838.60985498896,4532610.806954768,970737.2636920862,2468088.634941702,1848683.5621580766,0.0
cap,General,0.178,258,307,49,123,304,135,3,0,0,135,30615326.90499036,56738760.64908573,26123433.74409537,30440021.94119515,1522001.0970597574,31962023.03825491,970737.2636920862,4780536.938470319,13426474.71072811,12233010.291996725
cap,New technology,0.178,258,306,48,123,0,135,306,0,0,123,30615326.90499036,48879199.9764024,18263873.071412046,20970180.0,1048509.0,22018689.0,421361.4180779278,3289440.0,8429190.0,9251550.0
cap,Matched gap,0.178,258,307,49,123,304,135,3,0,0,135,30615326.90499036,30615510.90499036,184.00000000000182,4316772.197099779,215838.60985498896,4532610.806954768,970737.2636920862,2468088.634941702,1848683.5621580766,0.0
cap,General,0.179,258,307,49,123,304,135,3,0,0,135,30615326.90499036,56909772.00830592,26294445.10331557,30611033.300415356,1530551.6650207678,32141584.965436123,970737.2636920862,4807393.887562849,13501904.34393445,12301735.068918051
cap,New technology,0.179,258,306,48,123,0,135,306,0,0,123,30615326.90499036,48997009.9764024,18381683.071412046,21087990.0,1054399.5,22142389.5,421361.4180779278,3307920.0,8476545.0,9303525.0
cap,Matched gap,0.179,258,307,49,123,304,135,3,0,0,135,30615326.90499036,30615510.90499036,184.00000000000182,4316772.197099779,215838.60985498896,4532610.806954768,970737.2636920862,2468088.634941702,1848683.5621580766,0.0
cap,General,0.18,258,307,49,123,304,135,3,0,0,135,30615326.90499036,57080783.36752613,26465456.46253577,30782044.65963555,1539102.2329817777,32321146.89261733,970737.2636920862,4834250.836655378,13577333.977140786,12370459.845839383
cap,New technology,0.18,258,306,48,123,0,135,306,0,0,123,30615326.90499036,49114819.9764024,18499493.071412046,21205800.0,1060290.0,22266090.0,421361.4180779278,3326400.0,8523900.0,9355500.0
cap,Matched gap,0.18,258,307,49,123,304,135,3,0,0,135,30615326.90499036,30615510.90499036,184.00000000000182,4316772.197099779,215838.60985498896,4532610.806954768,970737.2636920862,2468088.634941702,1848683.5621580766,0.0
cap,General,0.181,258,307,49,123,304,135,3,0,0,135,30615326.90499036,57251794.72674632,26636467.821755964,30953056.018855743,1547652.8009427872,32500708.819798533,970737.2636920862,4861107.785747908,13652763.610347122,12439184.622760715
cap,New technology,0.181,258,306,48,123,0,135,306,0,0,123,30615326.90499036,49232629.9764024,18617303.071412046,21323610.0,1066180.5,22389790.5,421361.4180779278,3344880.0,8571255.0,9407475.0
cap,Matched gap,0.181,258,307,49,123,304,135,3,0,0,135,30615326.90499036,30615510.90499036,184.00000000000182,4316772.197099779,215838.60985498896,4532610.806954768,970737.2636920862,2468088.634941702,1848683.5621580766,0.0
cap,General,0.182,258,307,49,123,305,135,2,0,0,135,30615326.90499036,57422956.896825366,26807629.991835,31155687.698398564,1557784.3849199284,32713472.083318494,971840.6624842312,4919585.055163057,13728193.24355346,12507909.399682045
cap,New technology,0.182,258,307,49,123,0,135,307,0,0,123,30615326.90499036,49350772.784444466,18735445.879454114,21511490.0,1075574.5,22587064.5,434649.36086913745,3433430.0,8618610.0,9459450.0
cap,Matched gap,0.182,258,307,49,123,305,135,2,0,0,135,30615326.90499036,30615510.90499036,184.00000000000182,4348241.70656356,217412.08532817801,4565653.791891739,971840.6624842312,2499558.144405484,1848683.5621580766,0.0
cap,General,0.183,258,307,49,123,305,135,2,0,0,135,30615326.90499036,57594141.99406931,26978815.089078948,31326872.795642503,1566343.6397821251,32893216.43542463,971840.6624842312,4946615.742279338,13803622.876759801,12576634.176603368
cap,New technology,0.183,258,307,49,123,0,135,307,0,0,123,30615326.90499036,49468967.784444466,18853640.879454114,21629685.0,1081484.25,22711169.25,434649.36086913745,3452295.0,8665965.0,9511425.0
cap,Matched gap,0.183,258,307,49,123,305,135,2,0,0,135,30615326.90499036,30615510.90499036,184.00000000000182,4348241.70656356,217412.08532817801,4565653.791891739,971840.6624842312,2499558.144405484,1848683.5621580766,0.0
cap,General,0.184,258,308,50,123,307,135,1,0,0,135,30615326.90499036,57765558.85916895,27150231.95417859,31632833.485626698,1581641.674281335,33214475.159908034,987288.7125097543,5108422.0221358575,13879052.509966139,12645358.953524701
cap,New technology,0.184,258,307,49,123,0,135,307,0,0,123,30615326.90499036,49587162.784444466,18971835.879454114,21747880.0,1087394.0,22835274.0,434649.36086913745,3471160.0,8713320.0,9563400.0
cap,Matched gap,0.184,258,308,50,123,307,135,1,0,0,135,30615326.90499036,30615511.90499036,185.00000000000182,4482786.531448109,224139.32657240547,4706925.858020515,987288.7125097543,2634102.9692900316,1848683.5621580766,0.0
cap,General,0.185,258,308,50,123,307,135,1,0,0,135,30615326.90499036,57937476.4324604,27322149.527470037,31804751.05891814,1590237.5529459072,33394988.61186405,987288.7125097543,5136185.185299639,13954482.143172473,12714083.730446031
cap,New technology,0.185,258,307,49,123,0,135,307,0,0,123,30615326.90499036,49705357.784444466,19090030.879454114,21866075.0,1093303.75,22959378.75,434649.36086913745,3490025.0,8760675.0,9615375.0
cap,Matched gap,0.185,258,308,50,123,307,135,1,0,0,135,30615326.90499036,30615511.90499036,185.00000000000182,4482786.531448109,224139.32657240547,4706925.858020515,987288.7125097543,2634102.9692900316,1848683.5621580766,0.0
cap,General,0.186,258,309,51,123,308,135,1,0,0,135,30615326.90499036,58109417.98561413,27494091.080623776,32080593.90462722,1604029.695231361,33684623.59985858,1001612.6893147684,5267873.6208810415,14029911.776378814,12782808.507367363
cap,New technology,0.186,258,307,49,123,0,135,307,0,0,123,30615326.90499036,49823552.784444466,19208225.879454114,21984270.0,1099213.5,23083483.5,434649.36086913745,3508890.0,8808030.0,9667350.0
cap,Matched gap,0.186,258,309,51,123,308,135,1,0,0,135,30615326.90499036,30615512.90499036,186.00000000000182,4586688.824003439,229334.44120017198,4816023.265203612,1001612.6893147684,2738005.2618453633,1848683.5621580766,0.0
cap,General,0.187,258,309,51,123,308,135,1,0,0,135,30615326.90499036,58281894.29692934,27666567.391938977,32253070.21594242,1612653.510797121,33865723.72673954,1001612.6893147684,5296195.522068574,14105341.409585148,12851533.284288695
cap,New technology,0.187,258,307,49,123,0,135,307,0,0,123,30615326.90499036,49941747.784444466,19326420.879454114,22102465.0,1105123.25,23207588.25,434649.36086913745,3527755.0,8855385.0,9719325.0
cap,Matched gap,0.187,258,309,51,123,308,135,1,0,0,135,30615326.90499036,30615512.90499036,186.00000000000182,4586688.824003439,229334.44120017198,4816023.265203612,1001612.6893147684,2738005.2618453633,1848683.5621580766,0.0
cap,General,0.188,258,309,51,123,308,135,1,0,0,135,30615326.90499036,58454370.60824454,27839043.70325418,32425546.52725763,1621277.3263628816,34046823.853620514,1001612.6893147684,5324517.423256106,14180771.04279149,12920258.061210029
cap,New technology,0.188,258,307,49,123,0,135,307,0,0,123,30615326.90499036,50059942.784444466,19444615.879454114,22220660.0,1111033.0,23331693.0,434649.36086913745,3546620.0,8902740.0,9771300.0
cap,Matched gap,0.188,258,309,51,123,308,135,1,0,0,135,30615326.90499036,30615512.90499036,186.00000000000182,4586688.824003439,229334.44120017198,4816023.265203612,1001612.6893147684,2738005.2618453633,1848683.5621580766,0.0
cap,General,0.189,258,309,51,123,309,135,0,0,0,135,30615326.90499036,58627012.46339476,28011685.558404393,32630859.32506169,1631542.9662530846,34262402.29131477,1002686.0522771615,5385675.810932513,14256200.675997829,12988982.838131351
cap,New technology,0.189,258,307,49,123,0,135,307,0,0,123,30615326.90499036,50178137.784444466,19562810.879454114,22338855.0,1116942.75,23455797.75,434649.36086913745,3565485.0,8950095.0,9823275.0
cap,Matched gap,0.189,258,309,51,123,309,135,0,0,0,135,30615326.90499036,30615512.90499036,186.00000000000182,4619359.766657295,230967.98833286474,4850327.7549901595,1002686.0522771615,2770676.204499218,1848683.5621580766,0.0
cap,General,0.19,258,309,51,123,309,135,0,0,0,135,30615326.90499036,58799662.51273371,28184335.607743345,32803509.374400634,1640175.468720032,34443684.843120664,1002686.0522771615,5414171.450143795,14331630.309204163,13057707.61505268
cap,New technology,0.19,258,307,49,123,0,135,307,0,0,123,30615326.90499036,50296332.784444466,19681005.879454114,22457050.0,1122852.5,23579902.5,434649.36086913745,3584350.0,8997450.0,9875250.0
cap,Matched gap,0.19,258,309,51,123,309,135,0,0,0,135,30615326.90499036,30615512.90499036,186.00000000000182,4619359.766657295,230967.98833286474,4850327.7549901595,1002686.0522771615,2770676.204499218,1848683.5621580766,0.0
cap,General,0.191,258,309,51,123,309,135,0,0,0,135,30615326.90499036,58972312.56207265,28356985.657082297,32976159.423739593,1648807.9711869797,34624967.39492658,1002686.0522771615,5442667.0893550785,14407059.942410503,13126432.391974013
cap,New technology,0.191,258,308,50,123,0,135,308,0,0,123,30615326.90499036,50414736.910966456,19799410.005976096,22648780.0,1132439.0,23781219.0,447847.5866223449,3676750.0,9044805.0,9927225.0
cap,Matched gap,0.191,258,309,51,123,309,135,0,0,0,135,30615326.90499036,30615512.90499036,186.00000000000182,4619359.766657295,230967.98833286474,4850327.7549901595,1002686.0522771615,2770676.204499218,1848683.5621580766,0.0
cap,General,0.192,258,311,53,123,311,135,0,0,0,135,30615326.90499036,59145378.33171128,28530051.426720917,33363364.874198787,1668168.2437099395,35031533.11790873,1031175.5784944418,5685718.12968661,14482489.575616837,13195157.168895345
cap,New technology,0.192,258,308,50,123,0,135,308,0,0,123,30615326.90499036,50533316.910966456,19917990.005976096,22767360.0,1138368.0,23905728.0,447847.5866223449,3696000.0,9092160.0,9979200.0
cap,Matched gap,0.192,258,311,53,123,311,135,0,0,0,135,30615326.90499036,30615514.90499036,188.00000000000182,4833501.447477872,241675.07237389358,5075176.519851766,1031175.5784944418,2984817.8853197945,1848683.5621580766,0.0
cap,General,0.193,258,311,53,123,311,135,0,0,0,135,30615326.90499036,59319145.85709772,28703818.952107374,33537132.399585247,1676856.6199792624,35213989.01956451,1031175.5784944418,5715331.244945394,14557919.208823176,13263881.94581667
cap,New technology,0.193,258,308,50,123,0,135,308,0,0,123,30615326.90499036,50651896.910966456,20036570.005976096,22885940.0,1144297.0,24030237.0,447847.5866223449,3715250.0,9139515.0,10031175.0
cap,Matched gap,0.193,258,311,53,123,311,135,0,0,0,135,30615326.90499036,30615514.90499036,188.00000000000182,4833501.447477872,241675.07237389358,5075176.519851766,1031175.5784944418,2984817.8853197945,1848683.5621580766,0.0
cap,General,0.194,258,312,54,123,312,135,0,0,0,135,30615326.90499036,59493178.58440983,28877851.67941948,33819295.10157932,1690964.7550789663,35510259.856658295,1045393.83824629,5853339.536811809,14633348.84202952,13332606.722738001
cap,New technology,0.194,258,309,51,123,0,135,309,0,0,123,30615326.90499036,50770582.71101647,20155255.80602611,23079210.0,1153960.5,24233170.5,461014.35421375313,3809190.0,9186870.0,10083150.0
cap,Matched gap,0.194,258,312,54,123,312,135,0,0,0,135,30615326.90499036,30615515.90499036,189.00000000000182,4941632.422159841,247081.62110799208,5188714.043267834,1045393.83824629,3092948.860001765,1848683.5621580766,0.0
cap,General,0.195,258,312,54,123,312,135,0,0,0,135,30615326.90499036,59667504.84782004,29052177.942829683,33993621.364989534,1699681.0682494768,35693302.43323901,1045393.83824629,5883511.390094344,14708778.475235857,13401331.499659335
cap,New technology,0.195,258,310,52,123,0,135,310,0,0,123,30615326.90499036,50889650.15616481,20274323.251174454,23273250.0,1163662.5,24436912.5,474171.4129326197,3903900.0,9234225.0,10135125.0
cap,Matched gap,0.195,258,312,54,123,312,135,0,0,0,135,30615326.90499036,30615515.90499036,189.00000000000182,4941632.422159841,247081.62110799208,5188714.043267834,1045393.83824629,3092948.860001765,1848683.5621580766,0.0
cap,General,0.196,258,312,54,123,312,135,0,0,0,135,30615326.90499036,59841831.11123024,29226504.20623989,34167947.62839973,1708397.3814199865,35876345.009819716,1045393.83824629,5913683.243376877,14784208.108442191,13470056.276580663
cap,New technology,0.196,258,310,52,123,0,135,310,0,0,123,30615326.90499036,51009000.15616481,20393673.251174454,23392600.0,1169630.0,24562230.0,474171.4129326197,3923920.0,9281580.0,10187100.0
cap,Matched gap,0.196,258,312,54,123,312,135,0,0,0,135,30615326.90499036,30615515.90499036,189.00000000000182,4941632.422159841,247081.62110799208,5188714.043267834,1045393.83824629,3092948.860001765,1848683.5621580766,0.0
cap,General,0.197,258,313,55,123,313,135,0,0,0,135,30615326.90499036,60016526.121652655,29401199.216662295,34452345.28248881,1722617.2641244405,36174962.54661325,1059572.7812735206,6053926.487338289,14859637.741648525,13538781.053501992
cap,New technology,0.197,258,310,52,123,0,135,310,0,0,123,30615326.90499036,51128350.15616481,20513023.251174454,23511950.0,1175597.5,24687547.5,474171.4129326197,3943940.0,9328935.0,10239075.0
cap,Matched gap,0.197,258,313,55,123,313,135,0,0,0,135,30615326.90499036,30615516.90499036,190.00000000000182,5051336.065826515,252566.80329132575,5303902.869117841,1059572.7812735206,3202652.5036684377,1848683.5621580766,0.0
cap,General,0.198,258,313,55,123,313,135,0,0,0,135,30615326.90499036,60191411.12308661,29576084.21809625,34627230.28392277,1731361.5141961386,36358591.79811891,1059572.7812735206,6084657.078644574,14935067.374854866,13607505.830423325
cap,New technology,0.198,258,310,52,123,0,135,310,0,0,123,30615326.90499036,51247700.15616481,20632373.251174454,23631300.0,1181565.0,24812865.0,474171.4129326197,3963960.0,9376290.0,10291050.0
cap,Matched gap,0.198,258,313,55,123,313,135,0,0,0,135,30615326.90499036,30615516.90499036,190.00000000000182,5051336.065826515,252566.80329132575,5303902.869117841,1059572.7812735206,3202652.5036684377,1848683.5621580766,0.0
cap,General,0.199,258,313,55,123,313,135,0,0,0,135,30615326.90499036,60366296.124520555,29750969.219530202,34802115.285356715,1740105.7642678358,36542221.049624555,1059572.7812735206,6115387.669950858,15010497.0080612,13676230.607344657
cap,New technology,0.199,258,311,53,123,0,135,311,0,0,123,30615326.90499036,51367167.52057058,20751840.615580227,23827265.0,1191363.25,25018628.25,487290.344632922,4060595.0,9423645.0,10343025.0
cap,Matched gap,0.199,258,313,55,123,313,135,0,0,0,135,30615326.90499036,30615516.90499036,190.00000000000182,5051336.065826515,252566.80329132575,5303902.869117841,1059572.7812735206,3202652.5036684377,1848683.5621580766,0.0
cap,General,0.2,258,313,55,123,313,135,0,0,0,135,30615326.90499036,60541181.1259545,29925854.220964156,34977000.28679067,1748850.0143395336,36725850.301130205,1059572.7812735206,6146118.261257149,15085926.641267546,13744955.384265982
cap,New technology,0.2,258,311,53,123,0,135,311,0,0,123,30615326.90499036,51486902.52057058,20871575.615580227,23947000.0,1197350.0,25144350.0,487290.344632922,4081000.0,9471000.0,10395000.0
cap,Matched gap,0.2,258,313,55,123,313,135,0,0,0,135,30615326.90499036,30615516.90499036,190.00000000000182,5051336.065826515,252566.80329132575,5303902.869117841,1059572.7812735206,3202652.5036684377,1848683.5621580766,0.0
cap,General,0.201,258,313,55,123,313,135,0,0,0,135,30615326.90499036,60716066.12738846,30100739.22239811,35151885.28822462,1757594.2644112313,36909479.552635856,1059572.7812735206,6176848.852563434,15161356.274473881,13813680.161187313
cap,New technology,0.201,258,311,53,123,0,135,311,0,0,123,30615326.90499036,51606637.52057058,20991310.615580227,24066735.0,1203336.75,25270071.75,487290.344632922,4101405.0,9518355.0,10446975.0
cap,Matched gap,0.201,258,313,55,123,313,135,0,0,0,135,30615326.90499036,30615516.90499036,190.00000000000182,5051336.065826515,252566.80329132575,5303902.869117841,1059572.7812735206,3202652.5036684377,1848683.5621580766,0.0
cap,General,0.202,258,313,55,123,313,135,0,0,0,135,30615326.90499036,60890951.128822416,30275624.223832063,35326770.28965859,1766338.5144829296,37093108.80414152,1059572.7812735206,6207579.443869719,15236785.90768022,13882404.938108647
cap,New technology,0.202,258,312,54,123,0,135,312,0,0,123,30615326.90499036,51726619.51667561,21111292.61168525,24264240.0,1213212.0,25477452.0,500383.6421257054,4199580.0,9565710.0,10498950.0
cap,Matched gap,0.202,258,313,55,123,313,135,0,0,0,135,30615326.90499036,30615516.90499036,190.00000000000182,5051336.065826515,252566.80329132575,5303902.869117841,1059572.7812735206,3202652.5036684377,1848683.5621580766,0.0
cap,General,0.203,258,314,56,123,314,135,0,0,0,135,30615326.90499036,61066287.784651496,30450960.879661143,35615079.10991391,1780753.9554956956,37395833.06540961,1073669.9862817614,6351733.853997385,15312215.540886553,13951129.715029966
cap,New technology,0.203,258,312,54,123,0,135,312,0,0,123,30615326.90499036,51846739.51667561,21231412.611685246,24384360.0,1219218.0,25603578.0,500383.6421257054,4220370.0,9613065.0,10550925.0
cap,Matched gap,0.203,258,314,56,123,314,135,0,0,0,135,30615326.90499036,30615517.90499036,191.00000000000182,5164309.230252771,258215.46151263855,5422524.69176541,1073669.9862817614,3315625.6680946937,1848683.5621580766,0.0
cap,General,0.20400000000000001,258,315,57,123,315,135,0,0,0,135,30615326.90499036,61242082.37010111,30626755.465110745,35904505.40621674,1795225.270310837,37699730.67652758,1087750.7026293282,6497005.740172554,15387645.174092889,14019854.491951298
