case,context,strategy,share,admin_fraction,before_viable,after_viable,after_si,after_sj,after_t,direct_support_usd,total_public_usd,private_gain_usd,additional_discounted_mwh
Investment115%,cap,Matched gap,0.1,0.1,162,213,163,50,0,2104596.146640558,2315055.7613046137,139.0000000000009,1035475.9895115341
Investment115%,cap,General,0.2,0.0,162,261,261,0,0,33541043.565751493,33541043.565751493,25218199.182129666,1922766.4623526565
Investment115%,cap,General,0.2,0.05,162,261,261,0,0,33541043.565751493,35218095.744039066,25218199.182129666,1922766.4623526565
Investment115%,cap,General,0.2,0.1,162,261,261,0,0,33541043.565751493,36895147.92232665,25218199.182129666,1922766.4623526565
Investment115%,cap,New technology,0.2,0.0,162,258,0,258,0,22845900.0,22845900.0,18180586.738986865,1395022.0258806804
Investment115%,cap,New technology,0.2,0.05,162,258,0,258,0,22845900.0,23988195.0,18180586.738986865,1395022.0258806804
Investment115%,cap,New technology,0.2,0.1,162,258,0,258,0,22845900.0,25130490.000000004,18180586.738986865,1395022.0258806804
Investment115%,cap,Matched gap,0.2,0.0,162,261,261,0,0,8323037.383621832,8323037.383621832,193.00000000000455,1922766.4623526565
Investment115%,cap,Matched gap,0.2,0.05,162,261,261,0,0,8323037.383621832,8739189.252802925,193.00000000000455,1922766.4623526565
Investment115%,cap,Matched gap,0.2,0.1,162,261,261,0,0,8323037.383621832,9155341.121984016,193.00000000000455,1922766.4623526565
Investment115%,cap,General,0.3,0.0,162,304,304,0,0,58600443.93096812,58600443.93096812,43705491.64791727,2595232.390796407
Investment115%,cap,General,0.3,0.05,162,304,304,0,0,58600443.93096812,61530466.12751653,43705491.64791727,2595232.390796407
Investment115%,cap,General,0.3,0.1,162,304,304,0,0,58600443.93096812,64460488.32406494,43705491.64791727,2595232.390796407
Investment115%,cap,New technology,0.3,0.0,162,295,0,295,0,39183374.99999999,39183374.99999999,30554746.77678762,1935524.0555369193
Investment115%,cap,New technology,0.3,0.05,162,295,0,295,0,39183374.99999999,41142543.74999999,30554746.77678762,1935524.0555369193
Investment115%,cap,New technology,0.3,0.1,162,295,0,295,0,39183374.99999999,43101712.49999999,30554746.77678762,1935524.0555369193
Investment115%,cap,Matched gap,0.3,0.0,162,304,304,0,0,14895188.283050854,14895188.283050854,236.00000000000455,2595232.390796407
Investment115%,cap,Matched gap,0.3,0.05,162,304,304,0,0,14895188.283050854,15639947.697203398,236.00000000000455,2595232.390796407
Investment115%,cap,Matched gap,0.3,0.1,162,304,304,0,0,14895188.283050854,16384707.11135594,236.00000000000455,2595232.390796407
Investment115%,area,General,0.1,0.0,336,337,264,0,73,33470437.712700732,33470437.712700732,32209938.28489262,302698.30946096126
Investment115%,area,General,0.1,0.05,336,337,264,0,73,33470437.712700732,35143959.59833577,32209938.28489262,302698.30946096126
Investment115%,area,General,0.1,0.1,336,337,264,0,73,33470437.712700732,36817481.483970806,32209938.28489262,302698.30946096126
Investment115%,area,New technology,0.1,0.0,336,337,37,11,289,37083524.80337624,37083524.80337624,18890992.375830937,1179708.4342254512
Investment115%,area,New technology,0.1,0.05,336,337,37,11,289,37083524.80337624,38937701.04354506,18890992.375830937,1179708.4342254512
Investment115%,area,New technology,0.1,0.1,336,337,37,11,289,37083524.80337624,40791877.28371387,18890992.375830937,1179708.4342254512
Investment115%,area,Matched gap,0.1,0.0,336,337,264,0,73,1260558.4278081148,1260558.4278081148,59.0,302698.30946096126
Investment115%,area,Matched gap,0.1,0.05,336,337,264,0,73,1260558.4278081148,1323586.3491985206,59.0,302698.30946096126
Investment115%,area,Matched gap,0.1,0.1,336,337,264,0,73,1260558.4278081148,1386614.2705889263,59.0,302698.30946096126
Investment115%,area,General,0.2,0.0,336,337,170,0,167,73392885.16879854,73392885.16879854,67349929.16757719,731419.0871896937
Investment115%,area,General,0.2,0.05,336,337,170,0,167,73392885.16879854,77062529.42723846,67349929.16757719,731419.0871896937
Investment115%,area,General,0.2,0.1,336,337,170,0,167,73392885.16879854,80732173.6856784,67349929.16757719,731419.0871896937
Investment115%,area,New technology,0.2,0.0,336,337,0,5,332,84354469.38852684,84354469.38852684,60061045.589338765,1345376.2899197696
Investment115%,area,New technology,0.2,0.05,336,337,0,5,332,84354469.38852684,88572192.85795319,60061045.589338765,1345376.2899197696
Investment115%,area,New technology,0.2,0.1,336,337,0,5,332,84354469.38852684,92789916.32737954,60061045.589338765,1345376.2899197696
Investment115%,area,Matched gap,0.2,0.0,336,337,170,0,167,6043109.001221333,6043109.001221333,153.0,731419.0871896937
Investment115%,area,Matched gap,0.2,0.05,336,337,170,0,167,6043109.001221333,6345264.4512824,153.0,731419.0871896937
Investment115%,area,Matched gap,0.2,0.1,336,337,170,0,167,6043109.001221333,6647419.901343467,153.0,731419.0871896937
Investment115%,area,General,0.3,0.0,336,337,99,0,238,117399317.5156636,117399317.5156636,105308085.2432414,1024790.1596256851
Investment115%,area,General,0.3,0.05,336,337,99,0,238,117399317.5156636,123269283.39144678,105308085.2432414,1024790.1596256851
Investment115%,area,General,0.3,0.1,336,337,99,0,238,117399317.5156636,129139249.26722996,105308085.2432414,1024790.1596256851
Investment115%,area,New technology,0.3,0.0,336,337,0,0,337,127592120.14220047,127592120.14220047,102454565.14247298,1376196.731967809
Investment115%,area,New technology,0.3,0.05,336,337,0,0,337,127592120.14220047,133971726.1493105,102454565.14247298,1376196.731967809
Investment115%,area,New technology,0.3,0.1,336,337,0,0,337,127592120.14220047,140351332.15642053,102454565.14247298,1376196.731967809
Investment115%,area,Matched gap,0.3,0.0,336,337,99,0,238,12091456.272422215,12091456.272422215,224.0,1024790.1596256851
Investment115%,area,Matched gap,0.3,0.05,336,337,99,0,238,12091456.272422215,12696029.086043326,224.0,1024790.1596256851
Investment115%,area,Matched gap,0.3,0.1,336,337,99,0,238,12091456.272422215,13300601.899664437,224.0,1024790.1596256851
SingleLife18,cap,General,0.1,0.0,235,286,286,0,0,15979907.479268583,15979907.479268583,14676452.170373723,830410.5823413952
SingleLife18,cap,General,0.1,0.05,235,286,286,0,0,15979907.479268583,16778902.85323201,14676452.170373723,830410.5823413952
SingleLife18,cap,General,0.1,0.1,235,286,286,0,0,15979907.479268583,17577898.22719544,14676452.170373723,830410.5823413952
SingleLife18,cap,New technology,0.1,0.0,235,241,211,30,0,1155000.0,1155000.0,106788.28648455613,37454.47480324367
SingleLife18,cap,New technology,0.1,0.05,235,241,211,30,0,1155000.0,1212750.0,106788.28648455613,37454.47480324367
SingleLife18,cap,New technology,0.1,0.1,235,241,211,30,0,1155000.0,1270500.0,106788.28648455613,37454.47480324367
SingleLife18,cap,Matched gap,0.1,0.0,235,286,286,0,0,1303506.308894856,1303506.308894856,51.0,830410.5823413952
SingleLife18,cap,Matched gap,0.1,0.05,235,286,286,0,0,1303506.308894856,1368681.6243395987,51.0,830410.5823413952
SingleLife18,cap,Matched gap,0.1,0.1,235,286,286,0,0,1303506.308894856,1433856.9397843415,51.0,830410.5823413952
SingleLife18,cap,General,0.2,0.0,235,313,313,0,0,34977000.28679067,34977000.28679067,31494361.704727165,1232811.7467224083
SingleLife18,cap,General,0.2,0.05,235,313,313,0,0,34977000.28679067,36725850.301130205,31494361.704727165,1232811.7467224083
SingleLife18,cap,General,0.2,0.1,235,313,313,0,0,34977000.28679067,38474700.31546974,31494361.704727165,1232811.7467224083
SingleLife18,cap,New technology,0.2,0.0,235,285,36,249,0,19173000.0,19173000.0,5324668.220355103,185552.07875403416
SingleLife18,cap,New technology,0.2,0.05,235,285,36,249,0,19173000.0,20131650.0,5324668.220355103,185552.07875403416
SingleLife18,cap,New technology,0.2,0.1,235,285,36,249,0,19173000.0,21090300.0,5324668.220355103,185552.07875403416
SingleLife18,cap,Matched gap,0.2,0.0,235,313,313,0,0,3482716.5820635054,3482716.5820635054,78.0,1232811.7467224083
SingleLife18,cap,Matched gap,0.2,0.05,235,313,313,0,0,3482716.5820635054,3656852.411166681,78.0,1232811.7467224083
SingleLife18,cap,Matched gap,0.2,0.1,235,313,313,0,0,3482716.5820635054,3830988.240269856,78.0,1232811.7467224083
SingleLife18,cap,General,0.3,0.0,235,333,333,0,0,55817928.57268989,55817928.57268989,49712124.389820516,1505662.7890802093
SingleLife18,cap,General,0.3,0.05,235,333,333,0,0,55817928.57268989,58608825.001324385,49712124.389820516,1505662.7890802093
SingleLife18,cap,General,0.3,0.1,235,333,333,0,0,55817928.57268989,61399721.42995889,49712124.389820516,1505662.7890802093
SingleLife18,cap,New technology,0.3,0.0,235,306,0,191,115,42634128.776448,42634128.776448,17315153.141241595,458301.6242710524
SingleLife18,cap,New technology,0.3,0.05,235,306,0,191,115,42634128.776448,44765835.2152704,17315153.141241595,458301.6242710524
SingleLife18,cap,New technology,0.3,0.1,235,306,0,191,115,42634128.776448,46897541.6540928,17315153.141241595,458301.6242710524
SingleLife18,cap,Matched gap,0.3,0.0,235,333,333,0,0,6105902.182869371,6105902.182869371,98.0,1505662.7890802093
SingleLife18,cap,Matched gap,0.3,0.05,235,333,333,0,0,6105902.182869371,6411197.29201284,98.0,1505662.7890802093
SingleLife18,cap,Matched gap,0.3,0.1,235,333,333,0,0,6105902.182869371,6716492.401156309,98.0,1505662.7890802093
SingleLife18,area,General,0.1,0.0,337,337,133,0,204,33014133.054453075,33014133.054453075,31913294.218655378,307086.92831426975
SingleLife18,area,General,0.1,0.05,337,337,133,0,204,33014133.054453075,34664839.70717573,31913294.218655378,307086.92831426975
SingleLife18,area,General,0.1,0.1,337,337,133,0,204,33014133.054453075,36315546.35989839,31913294.218655378,307086.92831426975
SingleLife18,area,New technology,0.1,0.0,337,337,10,0,327,35885798.207972795,35885798.207972795,27031616.58112573,766004.3954359291
SingleLife18,area,New technology,0.1,0.05,337,337,10,0,327,35885798.207972795,37680088.118371435,27031616.58112573,766004.3954359291
SingleLife18,area,New technology,0.1,0.1,337,337,10,0,327,35885798.207972795,39474378.028770074,27031616.58112573,766004.3954359291
SingleLife18,area,Matched gap,0.1,0.0,337,337,133,0,204,1100909.8357976978,1100909.8357976978,71.0,307086.92831426975
SingleLife18,area,Matched gap,0.1,0.05,337,337,133,0,204,1100909.8357976978,1155955.3275875826,71.0,307086.92831426975
SingleLife18,area,Matched gap,0.1,0.1,337,337,133,0,204,1100909.8357976978,1211000.8193774677,71.0,307086.92831426975
SingleLife18,area,General,0.2,0.0,337,337,70,0,267,69788456.80117272,69788456.80117272,65801726.51809957,555708.877716139
SingleLife18,area,General,0.2,0.05,337,337,70,0,267,69788456.80117272,73277879.64123136,65801726.51809957,555708.877716139
SingleLife18,area,General,0.2,0.1,337,337,70,0,267,69788456.80117272,76767302.48129,65801726.51809957,555708.877716139
SingleLife18,area,New technology,0.2,0.0,337,337,0,0,337,73966446.45924668,73966446.45924668,63856814.38372435,795501.041413649
SingleLife18,area,New technology,0.2,0.05,337,337,0,0,337,73966446.45924668,77664768.78220902,63856814.38372435,795501.041413649
SingleLife18,area,New technology,0.2,0.1,337,337,0,0,337,73966446.45924668,81363091.10517135,63856814.38372435,795501.041413649
SingleLife18,area,Matched gap,0.2,0.0,337,337,70,0,267,3986864.2830731506,3986864.2830731506,134.0,555708.877716139
SingleLife18,area,Matched gap,0.2,0.05,337,337,70,0,267,3986864.2830731506,4186207.497226808,134.0,555708.877716139
SingleLife18,area,Matched gap,0.2,0.1,337,337,70,0,267,3986864.2830731506,4385550.711380466,134.0,555708.877716139
SingleLife18,area,General,0.3,0.0,337,337,32,0,305,108084762.49476215,108084762.49476215,101414505.86664648,693885.949430518
SingleLife18,area,General,0.3,0.05,337,337,32,0,305,108084762.49476215,113489000.61950026,101414505.86664648,693885.949430518
SingleLife18,area,General,0.3,0.1,337,337,32,0,305,108084762.49476215,118893238.74423838,101414505.86664648,693885.949430518
SingleLife18,area,New technology,0.3,0.0,337,337,0,0,337,110949669.68887003,110949669.68887003,100840037.61334768,795501.041413649
SingleLife18,area,New technology,0.3,0.05,337,337,0,0,337,110949669.68887003,116497153.17331353,100840037.61334768,795501.041413649
SingleLife18,area,New technology,0.3,0.1,337,337,0,0,337,110949669.68887003,122044636.65775704,100840037.61334768,795501.041413649
SingleLife18,area,Matched gap,0.3,0.0,337,337,32,0,305,6670428.62811568,6670428.62811568,172.0,693885.949430518
SingleLife18,area,Matched gap,0.3,0.05,337,337,32,0,305,6670428.62811568,7003950.059521465,172.0,693885.949430518
SingleLife18,area,Matched gap,0.3,0.1,337,337,32,0,305,6670428.62811568,7337471.490927248,172.0,693885.949430518
SingleLife25,cap,General,0.1,0.0,336,337,0,337,0,12974500.0,12974500.0,12966376.684783727,11456.730366315911
SingleLife25,cap,General,0.1,0.05,336,337,0,337,0,12974500.0,13623225.0,12966376.684783727,11456.730366315911
SingleLife25,cap,General,0.1,0.1,336,337,0,337,0,12974500.0,14271950.000000002,12966376.684783727,11456.730366315911
SingleLife25,cap,New technology,0.1,0.0,336,337,0,337,0,12974500.0,12974500.0,12966376.684783727,11456.730366315911
SingleLife25,cap,New technology,0.1,0.05,336,337,0,337,0,12974500.0,13623225.0,12966376.684783727,11456.730366315911
SingleLife25,cap,New technology,0.1,0.1,336,337,0,337,0,12974500.0,14271950.000000002,12966376.684783727,11456.730366315911
SingleLife25,cap,Matched gap,0.1,0.0,336,337,0,337,0,8124.315216271976,8124.315216271976,1.0,11456.730366315911
SingleLife25,cap,Matched gap,0.1,0.05,336,337,0,337,0,8124.315216271976,8530.530977085575,1.0,11456.730366315911
SingleLife25,cap,Matched gap,0.1,0.1,336,337,0,337,0,8124.315216271976,8936.746737899175,1.0,11456.730366315911
SingleLife25,cap,General,0.2,0.0,336,337,0,337,0,25949000.0,25949000.0,25940876.684783727,11456.730366315911
SingleLife25,cap,General,0.2,0.05,336,337,0,337,0,25949000.0,27246450.0,25940876.684783727,11456.730366315911
SingleLife25,cap,General,0.2,0.1,336,337,0,337,0,25949000.0,28543900.000000004,25940876.684783727,11456.730366315911
SingleLife25,cap,New technology,0.2,0.0,336,337,0,337,0,25949000.0,25949000.0,25940876.684783727,11456.730366315911
SingleLife25,cap,New technology,0.2,0.05,336,337,0,337,0,25949000.0,27246450.0,25940876.684783727,11456.730366315911
SingleLife25,cap,New technology,0.2,0.1,336,337,0,337,0,25949000.0,28543900.000000004,25940876.684783727,11456.730366315911
SingleLife25,cap,Matched gap,0.2,0.0,336,337,0,337,0,8124.315216271976,8124.315216271976,1.0,11456.730366315911
SingleLife25,cap,Matched gap,0.2,0.05,336,337,0,337,0,8124.315216271976,8530.530977085575,1.0,11456.730366315911
SingleLife25,cap,Matched gap,0.2,0.1,336,337,0,337,0,8124.315216271976,8936.746737899175,1.0,11456.730366315911
SingleLife25,cap,General,0.3,0.0,336,337,0,337,0,38923500.0,38923500.0,38915376.68478373,11456.730366315911
SingleLife25,cap,General,0.3,0.05,336,337,0,337,0,38923500.0,40869675.0,38915376.68478373,11456.730366315911
SingleLife25,cap,General,0.3,0.1,336,337,0,337,0,38923500.0,42815850.0,38915376.68478373,11456.730366315911
SingleLife25,cap,New technology,0.3,0.0,336,337,0,337,0,38923500.0,38923500.0,38915376.68478373,11456.730366315911
SingleLife25,cap,New technology,0.3,0.05,336,337,0,337,0,38923500.0,40869675.0,38915376.68478373,11456.730366315911
SingleLife25,cap,New technology,0.3,0.1,336,337,0,337,0,38923500.0,42815850.0,38915376.68478373,11456.730366315911
SingleLife25,cap,Matched gap,0.3,0.0,336,337,0,337,0,8124.315216271976,8124.315216271976,1.0,11456.730366315911
SingleLife25,cap,Matched gap,0.3,0.05,336,337,0,337,0,8124.315216271976,8530.530977085575,1.0,11456.730366315911
SingleLife25,cap,Matched gap,0.3,0.1,336,337,0,337,0,8124.315216271976,8936.746737899175,1.0,11456.730366315911
SingleLife25,area,General,0.1,0.0,337,337,0,191,146,25241804.832674928,25241804.832674928,23790571.308973145,493566.21588222287
SingleLife25,area,General,0.1,0.05,337,337,0,191,146,25241804.832674928,26503895.074308675,23790571.308973145,493566.21588222287
SingleLife25,area,General,0.1,0.1,337,337,0,191,146,25241804.832674928,27765985.31594242,23790571.308973145,493566.21588222287
SingleLife25,area,New technology,0.1,0.0,337,337,0,191,146,25241804.832674928,25241804.832674928,23790571.308973145,493566.21588222287
SingleLife25,area,New technology,0.1,0.05,337,337,0,191,146,25241804.832674928,26503895.074308675,23790571.308973145,493566.21588222287
SingleLife25,area,New technology,0.1,0.1,337,337,0,191,146,25241804.832674928,27765985.31594242,23790571.308973145,493566.21588222287
SingleLife25,area,Matched gap,0.1,0.0,337,337,0,191,146,1451289.5237017865,1451289.5237017865,56.0,493566.21588222287
SingleLife25,area,Matched gap,0.1,0.05,337,337,0,191,146,1451289.5237017865,1523853.999886876,56.0,493566.21588222287
SingleLife25,area,Matched gap,0.1,0.1,337,337,0,191,146,1451289.5237017865,1596418.4760719654,56.0,493566.21588222287
SingleLife25,area,General,0.2,0.0,337,337,0,138,199,56999789.50868249,56999789.50868249,50563278.05151141,924610.2420730595
SingleLife25,area,General,0.2,0.05,337,337,0,138,199,56999789.50868249,59849778.984116614,50563278.05151141,924610.2420730595
SingleLife25,area,General,0.2,0.1,337,337,0,138,199,56999789.50868249,62699768.459550746,50563278.05151141,924610.2420730595
SingleLife25,area,New technology,0.2,0.0,337,337,0,138,199,56999789.50868249,56999789.50868249,50563278.05151141,924610.2420730595
SingleLife25,area,New technology,0.2,0.05,337,337,0,138,199,56999789.50868249,59849778.984116614,50563278.05151141,924610.2420730595
SingleLife25,area,New technology,0.2,0.1,337,337,0,138,199,56999789.50868249,62699768.459550746,50563278.05151141,924610.2420730595
SingleLife25,area,Matched gap,0.2,0.0,337,337,0,138,199,6436620.457171079,6436620.457171079,109.0,924610.2420730595
SingleLife25,area,Matched gap,0.2,0.05,337,337,0,138,199,6436620.457171079,6758451.480029633,109.0,924610.2420730595
SingleLife25,area,Matched gap,0.2,0.1,337,337,0,138,199,6436620.457171079,7080282.502888187,109.0,924610.2420730595
SingleLife25,area,General,0.3,0.0,337,337,0,79,258,96380475.13349426,96380475.13349426,80841047.00609803,1360035.8595668105
SingleLife25,area,General,0.3,0.05,337,337,0,79,258,96380475.13349426,101199498.89016898,80841047.00609803,1360035.8595668105
SingleLife25,area,General,0.3,0.1,337,337,0,79,258,96380475.13349426,106018522.64684369,80841047.00609803,1360035.8595668105
SingleLife25,area,New technology,0.3,0.0,337,337,0,79,258,96380475.13349426,96380475.13349426,80841047.00609803,1360035.8595668105
SingleLife25,area,New technology,0.3,0.05,337,337,0,79,258,96380475.13349426,101199498.89016898,80841047.00609803,1360035.8595668105
SingleLife25,area,New technology,0.3,0.1,337,337,0,79,258,96380475.13349426,106018522.64684369,80841047.00609803,1360035.8595668105
SingleLife25,area,Matched gap,0.3,0.0,337,337,0,79,258,15539596.127396215,15539596.127396215,168.0,1360035.8595668105
SingleLife25,area,Matched gap,0.3,0.05,337,337,0,79,258,15539596.127396215,16316575.933766026,168.0,1360035.8595668105
SingleLife25,area,Matched gap,0.3,0.1,337,337,0,79,258,15539596.127396215,17093555.740135837,168.0,1360035.8595668105
HalfReplacement,cap,General,0.1,0.0,306,328,0,328,0,12628000.0,12628000.0,12198694.216109682,282870.39960842894
HalfReplacement,cap,General,0.1,0.05,306,328,0,328,0,12628000.0,13259400.0,12198694.216109682,282870.39960842894
HalfReplacement,cap,General,0.1,0.1,306,328,0,328,0,12628000.0,13890800.000000002,12198694.216109682,282870.39960842894
HalfReplacement,cap,New technology,0.1,0.0,306,328,0,328,0,12628000.0,12628000.0,12198694.216109682,282870.39960842894
HalfReplacement,cap,New technology,0.1,0.05,306,328,0,328,0,12628000.0,13259400.0,12198694.216109682,282870.39960842894
HalfReplacement,cap,New technology,0.1,0.1,306,328,0,328,0,12628000.0,13890800.000000002,12198694.216109682,282870.39960842894
HalfReplacement,cap,Matched gap,0.1,0.0,306,328,0,328,0,429327.78389031783,429327.78389031783,22.0,282870.39960842894
HalfReplacement,cap,Matched gap,0.1,0.05,306,328,0,328,0,429327.78389031783,450794.1730848337,22.0,282870.39960842894
HalfReplacement,cap,Matched gap,0.1,0.1,306,328,0,328,0,429327.78389031783,472260.56227934966,22.0,282870.39960842894
HalfReplacement,cap,General,0.2,0.0,306,333,0,333,0,25641000.0,25641000.0,24944172.78006251,342910.3282994513
HalfReplacement,cap,General,0.2,0.05,306,333,0,333,0,25641000.0,26923050.0,24944172.78006251,342910.3282994513
HalfReplacement,cap,General,0.2,0.1,306,333,0,333,0,25641000.0,28205100.000000004,24944172.78006251,342910.3282994513
HalfReplacement,cap,New technology,0.2,0.0,306,333,0,333,0,25641000.0,25641000.0,24944172.78006251,342910.3282994513
HalfReplacement,cap,New technology,0.2,0.05,306,333,0,333,0,25641000.0,26923050.0,24944172.78006251,342910.3282994513
HalfReplacement,cap,New technology,0.2,0.1,306,333,0,333,0,25641000.0,28205100.000000004,24944172.78006251,342910.3282994513
HalfReplacement,cap,Matched gap,0.2,0.0,306,333,0,333,0,696854.2199374867,696854.2199374867,27.0,342910.3282994513
HalfReplacement,cap,Matched gap,0.2,0.05,306,333,0,333,0,696854.2199374867,731696.9309343611,27.0,342910.3282994513
HalfReplacement,cap,Matched gap,0.2,0.1,306,333,0,333,0,696854.2199374867,766539.6419312354,27.0,342910.3282994513
HalfReplacement,cap,General,0.3,0.0,306,337,34,303,0,40695627.84225662,40695627.84225662,38014470.0137593,468265.5855747571
HalfReplacement,cap,General,0.3,0.05,306,337,34,303,0,40695627.84225662,42730409.23436946,38014470.0137593,468265.5855747571
HalfReplacement,cap,General,0.3,0.1,306,337,34,303,0,40695627.84225662,44765190.626482286,38014470.0137593,468265.5855747571
HalfReplacement,cap,New technology,0.3,0.0,306,337,0,337,0,38923500.0,38923500.0,37867615.19999567,387316.2604715415
HalfReplacement,cap,New technology,0.3,0.05,306,337,0,337,0,38923500.0,40869675.0,37867615.19999567,387316.2604715415
HalfReplacement,cap,New technology,0.3,0.1,306,337,0,337,0,38923500.0,42815850.0,37867615.19999567,387316.2604715415
HalfReplacement,cap,Matched gap,0.3,0.0,306,337,34,303,0,2681222.828497322,2681222.828497322,65.0,468265.5855747571
HalfReplacement,cap,Matched gap,0.3,0.05,306,337,34,303,0,2681222.828497322,2815283.969922188,65.0,468265.5855747571
HalfReplacement,cap,Matched gap,0.3,0.1,306,337,34,303,0,2681222.828497322,2949345.111347054,65.0,468265.5855747571
HalfReplacement,area,General,0.1,0.0,337,337,129,4,204,32887610.608547222,32887610.608547222,31732133.23685376,325068.6182155922
HalfReplacement,area,General,0.1,0.05,337,337,129,4,204,32887610.608547222,34531991.138974585,31732133.23685376,325068.6182155922
HalfReplacement,area,General,0.1,0.1,337,337,129,4,204,32887610.608547222,36176371.66940194,31732133.23685376,325068.6182155922
HalfReplacement,area,New technology,0.1,0.0,337,337,0,33,304,34954601.20292544,34954601.20292544,28073928.009343497,597146.3410234796
HalfReplacement,area,New technology,0.1,0.05,337,337,0,33,304,34954601.20292544,36702331.263071716,28073928.009343497,597146.3410234796
HalfReplacement,area,New technology,0.1,0.1,337,337,0,33,304,34954601.20292544,38450061.32321799,28073928.009343497,597146.3410234796
HalfReplacement,area,Matched gap,0.1,0.0,337,337,129,4,204,1155553.3716934612,1155553.3716934612,76.0,325068.6182155922
HalfReplacement,area,Matched gap,0.1,0.05,337,337,129,4,204,1155553.3716934612,1213331.0402781344,76.0,325068.6182155922
HalfReplacement,area,Matched gap,0.1,0.1,337,337,129,4,204,1155553.3716934612,1271108.7088628074,76.0,325068.6182155922
HalfReplacement,area,General,0.2,0.0,337,337,70,0,267,69788456.80117272,69788456.80117272,65590930.99716938,586670.3425845469
HalfReplacement,area,General,0.2,0.05,337,337,70,0,267,69788456.80117272,73277879.64123136,65590930.99716938,586670.3425845469
HalfReplacement,area,General,0.2,0.1,337,337,70,0,267,69788456.80117272,76767302.48129,65590930.99716938,586670.3425845469
HalfReplacement,area,New technology,0.2,0.0,337,337,0,7,330,73105818.93276879,73105818.93276879,63887542.72344895,782476.0147708752
HalfReplacement,area,New technology,0.2,0.05,337,337,0,7,330,73105818.93276879,76761109.87940724,63887542.72344895,782476.0147708752
HalfReplacement,area,New technology,0.2,0.1,337,337,0,7,330,73105818.93276879,80416400.82604568,63887542.72344895,782476.0147708752
HalfReplacement,area,Matched gap,0.2,0.0,337,337,70,0,267,4197668.804003337,4197668.804003337,143.0,586670.3425845469
HalfReplacement,area,Matched gap,0.2,0.05,337,337,70,0,267,4197668.804003337,4407552.244203504,143.0,586670.3425845469
HalfReplacement,area,Matched gap,0.2,0.1,337,337,70,0,267,4197668.804003337,4617435.684403672,143.0,586670.3425845469
HalfReplacement,area,General,0.3,0.0,337,337,32,0,305,108084762.49476215,108084762.49476215,101203710.3457163,724847.4142989258
HalfReplacement,area,General,0.3,0.05,337,337,32,0,305,108084762.49476215,113489000.61950026,101203710.3457163,724847.4142989258
HalfReplacement,area,General,0.3,0.1,337,337,32,0,305,108084762.49476215,118893238.74423838,101203710.3457163,724847.4142989258
HalfReplacement,area,New technology,0.3,0.0,337,337,0,1,336,110765249.50462475,110765249.50462475,100633633.83515549,820570.7433907276
HalfReplacement,area,New technology,0.3,0.05,337,337,0,1,336,110765249.50462475,116303511.979856,100633633.83515549,820570.7433907276
HalfReplacement,area,New technology,0.3,0.1,337,337,0,1,336,110765249.50462475,121841774.45508724,100633633.83515549,820570.7433907276
HalfReplacement,area,Matched gap,0.3,0.0,337,337,32,0,305,6881233.149045868,6881233.149045868,181.0,724847.4142989258
HalfReplacement,area,Matched gap,0.3,0.05,337,337,32,0,305,6881233.149045868,7225294.8064981615,181.0,724847.4142989258
HalfReplacement,area,Matched gap,0.3,0.1,337,337,32,0,305,6881233.149045868,7569356.463950455,181.0,724847.4142989258
ResidualValue,cap,General,0.1,0.0,323,333,0,333,0,12820500.0,12820500.0,12661347.718015797,122539.00945818936
ResidualValue,cap,General,0.1,0.05,323,333,0,333,0,12820500.0,13461525.0,12661347.718015797,122539.00945818936
ResidualValue,cap,General,0.1,0.1,323,333,0,333,0,12820500.0,14102550.000000002,12661347.718015797,122539.00945818936
ResidualValue,cap,New technology,0.1,0.0,323,333,0,333,0,12820500.0,12820500.0,12661347.718015797,122539.00945818936
ResidualValue,cap,New technology,0.1,0.05,323,333,0,333,0,12820500.0,13461525.0,12661347.718015797,122539.00945818936
ResidualValue,cap,New technology,0.1,0.1,323,333,0,333,0,12820500.0,14102550.000000002,12661347.718015797,122539.00945818936
ResidualValue,cap,Matched gap,0.1,0.0,323,333,0,333,0,159162.2819842039,159162.2819842039,10.0,122539.00945818936
ResidualValue,cap,Matched gap,0.1,0.05,323,333,0,333,0,159162.2819842039,167120.39608341412,10.0,122539.00945818936
ResidualValue,cap,Matched gap,0.1,0.1,323,333,0,333,0,159162.2819842039,175078.5101826243,10.0,122539.00945818936
ResidualValue,cap,General,0.2,0.0,323,336,0,336,0,25872000.0,25872000.0,25542585.045435064,156237.78759600932
ResidualValue,cap,General,0.2,0.05,323,336,0,336,0,25872000.0,27165600.0,25542585.045435064,156237.78759600932
ResidualValue,cap,General,0.2,0.1,323,336,0,336,0,25872000.0,28459200.000000004,25542585.045435064,156237.78759600932
ResidualValue,cap,New technology,0.2,0.0,323,336,0,336,0,25872000.0,25872000.0,25542585.045435064,156237.78759600932
ResidualValue,cap,New technology,0.2,0.05,323,336,0,336,0,25872000.0,27165600.0,25542585.045435064,156237.78759600932
ResidualValue,cap,New technology,0.2,0.1,323,336,0,336,0,25872000.0,28459200.000000004,25542585.045435064,156237.78759600932
ResidualValue,cap,Matched gap,0.2,0.0,323,336,0,336,0,329427.9545649391,329427.9545649391,13.0,156237.78759600932
ResidualValue,cap,Matched gap,0.2,0.05,323,336,0,336,0,329427.9545649391,345899.35229318606,13.0,156237.78759600932
