amplitude,delta_si,delta_sj,delta_t,context,om,policy,choice_changes,before_viable,after_viable,new_projects,switches,discounted_mwh,undiscounted_mwh,entry_discounted_mwh,switch_discounted_mwh,entry_undiscounted_mwh,switch_undiscounted_mwh,public_usd,private_npv_gain_usd,after_si,after_sj,after_t,counterexample_discounted,counterexample_physical
0.01,0.0,-0.01,-0.01,area,proportional,General,52,337,337,0,165,687442.7847982541,1045440.3762016348,0.0,687442.7847982543,0.0,1045440.3762016349,70019047.70793366,62029725.0310174,122,0,215,False,False
0.01,0.0,-0.01,-0.01,area,proportional,New,0,337,337,0,287,1099029.3186423718,1672960.8947646918,0.0,1099029.3186423716,0.0,1672960.8947646918,77664768.78220902,58133064.90881142,0,0,337,False,False
0.01,0.0,-0.01,0.0,area,proportional,General,0,337,337,0,134,555708.8777161391,854209.1486447519,0.0,555708.877716139,0.0,854209.1486447518,73277879.64123136,65801726.51809956,70,0,267,False,False
0.01,0.0,-0.01,0.0,area,proportional,New,0,337,337,0,204,795501.041413649,1223245.456741226,0.0,795501.041413649,0.0,1223245.456741226,77664768.78220902,63856814.383724324,0,0,337,False,False
0.01,0.0,-0.01,0.01,area,proportional,General,31,337,337,0,112,469009.1467320657,727253.242965553,0.0,469009.1467320657,0.0,727253.242965553,75220644.83223575,68669401.2813993,39,0,298,False,False
0.01,0.0,-0.01,0.01,area,proportional,New,0,337,337,0,151,603828.4776539047,936337.9006713338,0.0,603828.4776539046,0.0,936337.9006713338,77664768.78220902,67683474.55547692,0,0,337,False,False
0.01,0.0,0.0,-0.01,area,proportional,General,52,337,337,0,165,687442.7847982541,1045440.3762016348,0.0,687442.7847982543,0.0,1045440.3762016349,70019047.70793366,62029725.0310174,122,0,215,False,False
0.01,0.0,0.0,-0.01,area,proportional,New,0,337,337,0,287,1099029.3186423718,1672960.8947646918,0.0,1099029.3186423716,0.0,1672960.8947646918,77664768.78220902,58133064.90881142,0,0,337,False,False
0.01,0.0,0.0,0.0,area,proportional,General,0,337,337,0,134,555708.8777161391,854209.1486447519,0.0,555708.877716139,0.0,854209.1486447518,73277879.64123136,65801726.51809956,70,0,267,False,False
0.01,0.0,0.0,0.0,area,proportional,New,0,337,337,0,204,795501.041413649,1223245.456741226,0.0,795501.041413649,0.0,1223245.456741226,77664768.78220902,63856814.383724324,0,0,337,False,False
0.01,0.0,0.0,0.01,area,proportional,General,31,337,337,0,112,469009.1467320657,727253.242965553,0.0,469009.1467320657,0.0,727253.242965553,75220644.83223575,68669401.2813993,39,0,298,False,False
0.01,0.0,0.0,0.01,area,proportional,New,0,337,337,0,151,603828.4776539047,936337.9006713338,0.0,603828.4776539046,0.0,936337.9006713338,77664768.78220902,67683474.55547692,0,0,337,False,False
0.01,0.0,0.01,-0.01,area,proportional,General,52,337,337,0,165,687442.7847982541,1045440.3762016348,0.0,687442.7847982543,0.0,1045440.3762016349,70019047.70793366,62029725.0310174,122,0,215,False,False
0.01,0.0,0.01,-0.01,area,proportional,New,1,337,337,0,287,1093464.953779024,1663679.3175804922,0.0,1093464.953779024,0.0,1663679.3175804922,77535674.65323733,58140580.50666115,0,1,336,False,False
0.01,0.0,0.01,0.0,area,proportional,General,0,337,337,0,134,555708.8777161391,854209.1486447519,0.0,555708.877716139,0.0,854209.1486447518,73277879.64123136,65801726.51809956,70,0,267,False,False
0.01,0.0,0.01,0.0,area,proportional,New,0,337,337,0,204,795501.041413649,1223245.456741226,0.0,795501.041413649,0.0,1223245.456741226,77664768.78220902,63856814.383724324,0,0,337,False,False
0.01,0.0,0.01,0.01,area,proportional,General,31,337,337,0,112,469009.1467320657,727253.242965553,0.0,469009.1467320657,0.0,727253.242965553,75220644.83223575,68669401.2813993,39,0,298,False,False
0.01,0.0,0.01,0.01,area,proportional,New,0,337,337,0,151,603828.4776539047,936337.9006713338,0.0,603828.4776539046,0.0,936337.9006713338,77664768.78220902,67683474.55547692,0,0,337,False,False
0.01,0.01,-0.01,-0.01,area,proportional,General,102,337,337,0,150,610545.7368924998,917702.4962531886,0.0,610545.7368924998,0.0,917702.4962531885,66885555.46437819,58316456.06170066,172,0,165,False,False
0.01,0.01,-0.01,-0.01,area,proportional,New,0,337,337,0,322,1177120.7355633609,1771970.3683686936,0.0,1177120.735563361,0.0,1771970.3683686934,77664768.78220902,51727240.818365574,0,0,337,False,False
0.01,0.01,-0.01,0.0,area,proportional,General,42,337,337,0,164,682806.6630104961,1038569.1086599515,0.0,682806.6630104961,0.0,1038569.1086599515,70645746.15664476,62617209.16612516,112,0,225,False,False
0.01,0.01,-0.01,0.0,area,proportional,New,0,337,337,0,276,1060897.0318324757,1615116.8180314936,0.0,1060897.0318324757,0.0,1615116.8180314936,77664768.78220902,59059182.30360188,0,0,337,False,False
0.01,0.01,-0.01,0.01,area,proportional,General,11,337,337,0,136,562119.8383019239,864202.0719261216,0.0,562119.8383019238,0.0,864202.0719261216,73967247.93481356,66248108.17156682,59,0,278,False,False
0.01,0.01,-0.01,0.01,area,proportional,New,0,337,337,0,195,762621.0402207691,1172775.5417477349,0.0,762621.0402207691,0.0,1172775.5417477349,77664768.78220902,64480078.2024975,0,0,337,False,False
0.01,0.01,0.0,-0.01,area,proportional,General,102,337,337,0,150,610545.7368924998,917702.4962531886,0.0,610545.7368924998,0.0,917702.4962531885,66885555.46437819,58316456.06170066,172,0,165,False,False
0.01,0.01,0.0,-0.01,area,proportional,New,0,337,337,0,322,1177120.7355633609,1771970.3683686936,0.0,1177120.735563361,0.0,1771970.3683686934,77664768.78220902,51727240.818365574,0,0,337,False,False
0.01,0.01,0.0,0.0,area,proportional,General,42,337,337,0,164,682806.6630104961,1038569.1086599515,0.0,682806.6630104961,0.0,1038569.1086599515,70645746.15664476,62617209.16612516,112,0,225,False,False
0.01,0.01,0.0,0.0,area,proportional,New,0,337,337,0,276,1060897.0318324757,1615116.8180314936,0.0,1060897.0318324757,0.0,1615116.8180314936,77664768.78220902,59059182.30360188,0,0,337,False,False
0.01,0.01,0.0,0.01,area,proportional,General,11,337,337,0,136,562119.8383019239,864202.0719261216,0.0,562119.8383019238,0.0,864202.0719261216,73967247.93481356,66248108.17156682,59,0,278,False,False
0.01,0.01,0.0,0.01,area,proportional,New,0,337,337,0,195,762621.0402207691,1172775.5417477349,0.0,762621.0402207691,0.0,1172775.5417477349,77664768.78220902,64480078.2024975,0,0,337,False,False
0.01,0.01,0.01,-0.01,area,proportional,General,102,337,337,0,150,610545.7368924998,917702.4962531886,0.0,610545.7368924998,0.0,917702.4962531885,66885555.46437819,58316456.06170066,172,0,165,False,False
0.01,0.01,0.01,-0.01,area,proportional,New,1,337,337,0,322,1171556.3707000134,1762688.7911844938,0.0,1171556.3707000134,0.0,1762688.7911844938,77535674.65323733,51734756.41621529,0,1,336,False,False
0.01,0.01,0.01,0.0,area,proportional,General,42,337,337,0,164,682806.6630104961,1038569.1086599515,0.0,682806.6630104961,0.0,1038569.1086599515,70645746.15664476,62617209.16612516,112,0,225,False,False
0.01,0.01,0.01,0.0,area,proportional,New,0,337,337,0,276,1060897.0318324757,1615116.8180314936,0.0,1060897.0318324757,0.0,1615116.8180314936,77664768.78220902,59059182.30360188,0,0,337,False,False
0.01,0.01,0.01,0.01,area,proportional,General,11,337,337,0,136,562119.8383019239,864202.0719261216,0.0,562119.8383019238,0.0,864202.0719261216,73967247.93481356,66248108.17156682,59,0,278,False,False
0.01,0.01,0.01,0.01,area,proportional,New,0,337,337,0,195,762621.0402207691,1172775.5417477349,0.0,762621.0402207691,0.0,1172775.5417477349,77664768.78220902,64480078.2024975,0,0,337,False,False
0.01,-0.01,-0.01,-0.01,area,3.2,General,1,337,337,0,94,343482.8873098752,528603.3204804399,0.0,343482.8873098752,0.0,528603.3204804399,76599381.41940016,70638870.57862407,17,0,320,False,False
0.01,-0.01,-0.01,-0.01,area,3.2,New,0,337,337,0,111,394762.01144048944,607459.5678434088,0.0,394762.0114404895,0.0,607459.5678434088,77664768.78220902,70368021.22563013,0,0,337,False,False
0.01,-0.01,-0.01,0.0,area,3.2,General,9,337,337,0,52,189130.20244129444,293414.56424746633,0.0,189130.20244129444,0.0,293414.5642474663,77226079.86811125,72198630.53792755,7,0,330,False,False
0.01,-0.01,-0.01,0.0,area,3.2,New,0,337,337,0,59,210664.2521109564,326802.14935157815,0.0,210664.2521109564,0.0,326802.14935157815,77664768.78220902,72120633.63008277,0,0,337,False,False
0.01,-0.01,-0.01,0.01,area,3.2,General,14,337,337,0,36,132280.629247697,206574.9420796165,0.0,132280.629247697,0.0,206574.9420796165,77539429.0924668,73019995.02310249,2,0,335,False,False
0.01,-0.01,-0.01,0.01,area,3.2,New,0,337,337,0,38,138560.96605820098,216392.05339272288,0.0,138560.96605820098,0.0,216392.05339272288,77664768.78220902,73007930.28753774,0,0,337,False,False
0.01,-0.01,0.0,-0.01,area,3.2,General,1,337,337,0,94,343482.8873098752,528603.3204804399,0.0,343482.8873098752,0.0,528603.3204804399,76599381.41940016,70638870.57862407,17,0,320,False,False
0.01,-0.01,0.0,-0.01,area,3.2,New,0,337,337,0,111,394762.01144048944,607459.5678434088,0.0,394762.0114404895,0.0,607459.5678434088,77664768.78220902,70368021.22563013,0,0,337,False,False
0.01,-0.01,0.0,0.0,area,3.2,General,9,337,337,0,52,189130.20244129444,293414.56424746633,0.0,189130.20244129444,0.0,293414.5642474663,77226079.86811125,72198630.53792755,7,0,330,False,False
0.01,-0.01,0.0,0.0,area,3.2,New,0,337,337,0,59,210664.2521109564,326802.14935157815,0.0,210664.2521109564,0.0,326802.14935157815,77664768.78220902,72120633.63008277,0,0,337,False,False
0.01,-0.01,0.0,0.01,area,3.2,General,14,337,337,0,36,132280.629247697,206574.9420796165,0.0,132280.629247697,0.0,206574.9420796165,77539429.0924668,73019995.02310249,2,0,335,False,False
0.01,-0.01,0.0,0.01,area,3.2,New,0,337,337,0,38,138560.96605820098,216392.05339272288,0.0,138560.96605820098,0.0,216392.05339272288,77664768.78220902,73007930.28753774,0,0,337,False,False
0.01,-0.01,0.01,-0.01,area,3.2,General,1,337,337,0,94,343482.8873098752,528603.3204804399,0.0,343482.8873098752,0.0,528603.3204804399,76599381.41940016,70638870.57862407,17,0,320,False,False
0.01,-0.01,0.01,-0.01,area,3.2,New,0,337,337,0,111,394762.01144048944,607459.5678434088,0.0,394762.0114404895,0.0,607459.5678434088,77664768.78220902,70368021.22563013,0,0,337,False,False
0.01,-0.01,0.01,0.0,area,3.2,General,9,337,337,0,52,189130.20244129444,293414.56424746633,0.0,189130.20244129444,0.0,293414.5642474663,77226079.86811125,72198630.53792755,7,0,330,False,False
0.01,-0.01,0.01,0.0,area,3.2,New,0,337,337,0,59,210664.2521109564,326802.14935157815,0.0,210664.2521109564,0.0,326802.14935157815,77664768.78220902,72120633.63008277,0,0,337,False,False
0.01,-0.01,0.01,0.01,area,3.2,General,14,337,337,0,36,132280.629247697,206574.9420796165,0.0,132280.629247697,0.0,206574.9420796165,77539429.0924668,73019995.02310249,2,0,335,False,False
0.01,-0.01,0.01,0.01,area,3.2,New,0,337,337,0,38,138560.96605820098,216392.05339272288,0.0,138560.96605820098,0.0,216392.05339272288,77664768.78220902,73007930.28753774,0,0,337,False,False
0.01,0.0,-0.01,-0.01,area,3.2,General,20,337,337,0,126,459543.4754776808,700311.5103722145,0.0,459543.4754776808,0.0,700311.5103722146,75408654.36684906,68647886.85182783,36,0,301,False,False
0.01,0.0,-0.01,-0.01,area,3.2,New,0,337,337,0,162,566662.4645842976,863605.2883843214,0.0,566662.4645842975,0.0,863605.2883843213,77664768.78220902,67956555.73306596,0,0,337,False,False
0.01,0.0,-0.01,0.0,area,3.2,General,0,337,337,0,91,334280.4124989696,514444.86982057174,0.0,334280.4124989696,0.0,514444.8698205718,76662051.26427127,70913152.38053487,16,0,321,False,False
0.01,0.0,-0.01,0.0,area,3.2,New,0,337,337,0,107,382830.1002041604,589094.4199222687,0.0,382830.10020416044,0.0,589094.4199222686,77664768.78220902,70681193.95370959,0,0,337,False,False
0.01,0.0,-0.01,0.01,area,3.2,General,10,337,337,0,49,178213.5644436365,276425.488950409,0.0,178213.56444363648,0.0,276425.488950409,77288749.71298236,72335779.28489818,6,0,331,False,False
0.01,0.0,-0.01,0.01,area,3.2,New,0,337,337,0,55,196708.23015137445,305115.4185031003,0.0,196708.23015137445,0.0,305115.4185031003,77664768.78220902,72271877.500302,0,0,337,False,False
0.01,0.0,0.0,-0.01,area,3.2,General,20,337,337,0,126,459543.4754776808,700311.5103722145,0.0,459543.4754776808,0.0,700311.5103722146,75408654.36684906,68647886.85182783,36,0,301,False,False
0.01,0.0,0.0,-0.01,area,3.2,New,0,337,337,0,162,566662.4645842976,863605.2883843214,0.0,566662.4645842975,0.0,863605.2883843213,77664768.78220902,67956555.73306596,0,0,337,False,False
0.01,0.0,0.0,0.0,area,3.2,General,0,337,337,0,91,334280.4124989696,514444.86982057174,0.0,334280.4124989696,0.0,514444.8698205718,76662051.26427127,70913152.38053487,16,0,321,False,False
0.01,0.0,0.0,0.0,area,3.2,New,0,337,337,0,107,382830.1002041604,589094.4199222687,0.0,382830.10020416044,0.0,589094.4199222686,77664768.78220902,70681193.95370959,0,0,337,False,False
0.01,0.0,0.0,0.01,area,3.2,General,10,337,337,0,49,178213.5644436365,276425.488950409,0.0,178213.56444363648,0.0,276425.488950409,77288749.71298236,72335779.28489818,6,0,331,False,False
0.01,0.0,0.0,0.01,area,3.2,New,0,337,337,0,55,196708.23015137445,305115.4185031003,0.0,196708.23015137445,0.0,305115.4185031003,77664768.78220902,72271877.500302,0,0,337,False,False
0.01,0.0,0.01,-0.01,area,3.2,General,20,337,337,0,126,459543.4754776808,700311.5103722145,0.0,459543.4754776808,0.0,700311.5103722146,75408654.36684906,68647886.85182783,36,0,301,False,False
0.01,0.0,0.01,-0.01,area,3.2,New,0,337,337,0,162,566662.4645842976,863605.2883843214,0.0,566662.4645842975,0.0,863605.2883843213,77664768.78220902,67956555.73306596,0,0,337,False,False
0.01,0.0,0.01,0.0,area,3.2,General,0,337,337,0,91,334280.4124989696,514444.86982057174,0.0,334280.4124989696,0.0,514444.8698205718,76662051.26427127,70913152.38053487,16,0,321,False,False
0.01,0.0,0.01,0.0,area,3.2,New,0,337,337,0,107,382830.1002041604,589094.4199222687,0.0,382830.10020416044,0.0,589094.4199222686,77664768.78220902,70681193.95370959,0,0,337,False,False
0.01,0.0,0.01,0.01,area,3.2,General,10,337,337,0,49,178213.5644436365,276425.488950409,0.0,178213.56444363648,0.0,276425.488950409,77288749.71298236,72335779.28489818,6,0,331,False,False
0.01,0.0,0.01,0.01,area,3.2,New,0,337,337,0,55,196708.23015137445,305115.4185031003,0.0,196708.23015137445,0.0,305115.4185031003,77664768.78220902,72271877.500302,0,0,337,False,False
0.01,0.01,-0.01,-0.01,area,3.2,General,39,337,337,0,174,628491.9861849941,946516.4399842932,0.0,628491.986184994,0.0,946516.4399842932,74217927.314298,65817034.42024905,55,0,282,False,False
0.01,0.01,-0.01,-0.01,area,3.2,New,0,337,337,0,229,787800.7267194884,1186889.931000455,0.0,787800.7267194884,0.0,1186889.931000455,77664768.78220902,64413212.45186924,0,0,337,False,False
0.01,0.01,-0.01,0.0,area,3.2,General,18,337,337,0,119,435103.3621414819,663240.8300586416,0.0,435103.3621414819,0.0,663240.8300586415,75533994.0565913,69030568.76524489,34,0,303,False,False
0.01,0.01,-0.01,0.0,area,3.2,New,0,337,337,0,153,536901.6093902885,818445.1475142556,0.0,536901.6093902884,0.0,818445.1475142555,77664768.78220902,68428069.97826324,0,0,337,False,False
0.01,0.01,-0.01,0.01,area,3.2,General,3,337,337,0,91,335336.1570260732,516122.16577017127,0.0,335336.1570260732,0.0,516122.1657701713,76850060.7988846,71176668.64233492,13,0,324,False,False
0.01,0.01,-0.01,0.01,area,3.2,New,0,337,337,0,104,374703.1767488491,576616.5233277738,0.0,374703.17674884916,0.0,576616.5233277737,77664768.78220902,70981834.29752405,0,0,337,False,False
0.01,0.01,0.0,-0.01,area,3.2,General,39,337,337,0,174,628491.9861849941,946516.4399842932,0.0,628491.986184994,0.0,946516.4399842932,74217927.314298,65817034.42024905,55,0,282,False,False
0.01,0.01,0.0,-0.01,area,3.2,New,0,337,337,0,229,787800.7267194884,1186889.931000455,0.0,787800.7267194884,0.0,1186889.931000455,77664768.78220902,64413212.45186924,0,0,337,False,False
0.01,0.01,0.0,0.0,area,3.2,General,18,337,337,0,119,435103.3621414819,663240.8300586416,0.0,435103.3621414819,0.0,663240.8300586415,75533994.0565913,69030568.76524489,34,0,303,False,False
0.01,0.01,0.0,0.0,area,3.2,New,0,337,337,0,153,536901.6093902885,818445.1475142556,0.0,536901.6093902884,0.0,818445.1475142555,77664768.78220902,68428069.97826324,0,0,337,False,False
0.01,0.01,0.0,0.01,area,3.2,General,3,337,337,0,91,335336.1570260732,516122.16577017127,0.0,335336.1570260732,0.0,516122.1657701713,76850060.7988846,71176668.64233492,13,0,324,False,False
0.01,0.01,0.0,0.01,area,3.2,New,0,337,337,0,104,374703.1767488491,576616.5233277738,0.0,374703.17674884916,0.0,576616.5233277737,77664768.78220902,70981834.29752405,0,0,337,False,False
0.01,0.01,0.01,-0.01,area,3.2,General,39,337,337,0,174,628491.9861849941,946516.4399842932,0.0,628491.986184994,0.0,946516.4399842932,74217927.314298,65817034.42024905,55,0,282,False,False
0.01,0.01,0.01,-0.01,area,3.2,New,0,337,337,0,229,787800.7267194884,1186889.931000455,0.0,787800.7267194884,0.0,1186889.931000455,77664768.78220902,64413212.45186924,0,0,337,False,False
0.01,0.01,0.01,0.0,area,3.2,General,18,337,337,0,119,435103.3621414819,663240.8300586416,0.0,435103.3621414819,0.0,663240.8300586415,75533994.0565913,69030568.76524489,34,0,303,False,False
0.01,0.01,0.01,0.0,area,3.2,New,0,337,337,0,153,536901.6093902885,818445.1475142556,0.0,536901.6093902884,0.0,818445.1475142555,77664768.78220902,68428069.97826324,0,0,337,False,False
0.01,0.01,0.01,0.01,area,3.2,General,3,337,337,0,91,335336.1570260732,516122.16577017127,0.0,335336.1570260732,0.0,516122.1657701713,76850060.7988846,71176668.64233492,13,0,324,False,False
0.01,0.01,0.01,0.01,area,3.2,New,0,337,337,0,104,374703.1767488491,576616.5233277738,0.0,374703.17674884916,0.0,576616.5233277737,77664768.78220902,70981834.29752405,0,0,337,False,False
0.02,-0.02,-0.02,-0.02,cap,proportional,General,6,242,307,65,124,1202558.7403857901,2122835.9447593163,1009265.2024035484,193293.53798224172,1768249.0357801735,354586.9089791429,36021840.391204394,29037863.38204061,307,0,0,False,False
0.02,-0.02,-0.02,-0.02,cap,proportional,New,5,242,306,64,118,660964.5959764961,1133811.0521174408,915985.3002170383,-255020.70424054217,1597738.1316402743,-463927.07952283334,24740100.0,20441714.423905786,0,306,0,False,False
0.02,-0.02,-0.02,0.0,cap,proportional,General,6,242,307,65,124,1202558.7403857901,2122835.9447593163,1009265.2024035484,193293.53798224172,1768249.0357801735,354586.9089791429,36021840.391204394,29037863.38204061,307,0,0,False,False
0.02,-0.02,-0.02,0.0,cap,proportional,New,5,242,306,64,118,660964.5959764961,1133811.0521174408,915985.3002170383,-255020.70424054217,1597738.1316402743,-463927.07952283334,24740100.0,20441714.423905786,0,306,0,False,False
0.02,-0.02,-0.02,0.02,cap,proportional,General,6,242,307,65,124,1202558.7403857901,2122835.9447593163,1009265.2024035484,193293.53798224172,1768249.0357801735,354586.9089791429,36021840.391204394,29037863.38204061,307,0,0,False,False
0.02,-0.02,-0.02,0.02,cap,proportional,New,5,242,306,64,118,660964.5959764961,1133811.0521174408,915985.3002170383,-255020.70424054217,1597738.1316402743,-463927.07952283334,24740100.0,20441714.423905786,0,306,0,False,False
0.02,-0.02,0.0,-0.02,cap,proportional,General,83,258,311,53,206,1066419.6326290942,1891433.590092882,760546.0906870269,305873.5419420673,1326963.8477954206,564469.7422974614,33535896.54715639,26927683.12629701,230,81,0,False,False
0.02,-0.02,0.0,-0.02,cap,proportional,New,0,258,311,53,21,715518.076802917,1244480.0389500929,757048.3189984219,-41530.24219550494,1320506.9627988013,-76026.92384870816,25144350.0,22288927.86512302,0,311,0,False,False
0.02,-0.02,0.0,0.0,cap,proportional,General,83,258,311,53,206,1066419.6326290942,1891433.590092882,760546.0906870269,305873.5419420673,1326963.8477954206,564469.7422974614,33535896.54715639,26927683.12629701,230,81,0,False,False
0.02,-0.02,0.0,0.0,cap,proportional,New,0,258,311,53,21,715518.076802917,1244480.0389500929,757048.3189984219,-41530.24219550494,1320506.9627988013,-76026.92384870816,25144350.0,22288927.86512302,0,311,0,False,False
0.02,-0.02,0.0,0.02,cap,proportional,General,83,258,311,53,206,1066419.6326290942,1891433.590092882,760546.0906870269,305873.5419420673,1326963.8477954206,564469.7422974614,33535896.54715639,26927683.12629701,230,81,0,False,False
0.02,-0.02,0.0,0.02,cap,proportional,New,0,258,311,53,21,715518.076802917,1244480.0389500929,757048.3189984219,-41530.24219550494,1320506.9627988013,-76026.92384870816,25144350.0,22288927.86512302,0,311,0,False,False
0.02,-0.02,0.02,-0.02,cap,proportional,General,172,270,317,47,145,862949.3814911145,1528352.4515238083,669079.6165327274,193869.7649583871,1167064.5982902711,361287.8532335373,30919772.82320729,24743605.61222768,145,172,0,False,False
0.02,-0.02,0.02,-0.02,cap,proportional,New,6,270,317,47,0,669079.6165327274,1167064.598290271,669079.6165327274,0.0,1167064.5982902711,0.0,25629450.0,22913204.1918122,0,317,0,False,False
0.02,-0.02,0.02,0.0,cap,proportional,General,172,270,317,47,145,862949.3814911145,1528352.4515238083,669079.6165327274,193869.7649583871,1167064.5982902711,361287.8532335373,30919772.82320729,24743605.61222768,145,172,0,False,False
0.02,-0.02,0.02,0.0,cap,proportional,New,6,270,317,47,0,669079.6165327274,1167064.598290271,669079.6165327274,0.0,1167064.5982902711,0.0,25629450.0,22913204.1918122,0,317,0,False,False
0.02,-0.02,0.02,0.02,cap,proportional,General,172,270,317,47,145,862949.3814911145,1528352.4515238083,669079.6165327274,193869.7649583871,1167064.5982902711,361287.8532335373,30919772.82320729,24743605.61222768,145,172,0,False,False
0.02,-0.02,0.02,0.02,cap,proportional,New,6,270,317,47,0,669079.6165327274,1167064.598290271,669079.6165327274,0.0,1167064.5982902711,0.0,25629450.0,22913204.1918122,0,317,0,False,False
0.02,0.0,-0.02,-0.02,cap,proportional,General,0,243,313,70,53,1190387.5391139416,2092105.9509080201,1098434.4063208147,91953.13279312692,1924474.9300966475,167631.0208113725,36725850.301130205,31205186.87750803,313,0,0,False,False
0.02,0.0,-0.02,-0.02,cap,proportional,New,5,243,306,63,190,446229.665678381,748186.113229176,900977.6482933322,-454747.9826149512,1571560.5306032181,-823374.4173740421,24740100.0,17897165.31835713,0,306,0,False,False
0.02,0.0,-0.02,0.0,cap,proportional,General,0,243,313,70,53,1190387.5391139416,2092105.9509080201,1098434.4063208147,91953.13279312692,1924474.9300966475,167631.0208113725,36725850.301130205,31205186.87750803,313,0,0,False,False
0.02,0.0,-0.02,0.0,cap,proportional,New,5,243,306,63,190,446229.665678381,748186.113229176,900977.6482933322,-454747.9826149512,1571560.5306032181,-823374.4173740421,24740100.0,17897165.31835713,0,306,0,False,False
0.02,0.0,-0.02,0.02,cap,proportional,General,0,243,313,70,53,1190387.5391139416,2092105.9509080201,1098434.4063208147,91953.13279312692,1924474.9300966475,167631.0208113725,36725850.301130205,31205186.87750803,313,0,0,False,False
0.02,0.0,-0.02,0.02,cap,proportional,New,5,243,306,63,190,446229.665678381,748186.113229176,900977.6482933322,-454747.9826149512,1571560.5306032181,-823374.4173740421,24740100.0,17897165.31835713,0,306,0,False,False
0.02,0.0,0.0,-0.02,cap,proportional,General,0,258,313,55,135,1059572.7812735206,1873812.345543987,850618.0639476451,208954.71732587536,1490296.6710936048,383515.674450382,36725850.301130205,29925854.220964197,313,0,0,False,False
0.02,0.0,0.0,-0.02,cap,proportional,New,0,258,311,53,123,487290.344632922,829692.0125019208,757048.3189984219,-269757.97436550003,1320506.9627988013,-490814.95029688004,25144350.0,20871575.615580194,0,311,0,False,False
0.02,0.0,0.0,0.0,cap,proportional,General,0,258,313,55,135,1059572.7812735206,1873812.345543987,850618.0639476451,208954.71732587536,1490296.6710936048,383515.674450382,36725850.301130205,29925854.220964197,313,0,0,False,False
0.02,0.0,0.0,0.0,cap,proportional,New,0,258,311,53,123,487290.344632922,829692.0125019208,757048.3189984219,-269757.97436550003,1320506.9627988013,-490814.95029688004,25144350.0,20871575.615580194,0,311,0,False,False
0.02,0.0,0.0,0.02,cap,proportional,General,0,258,313,55,135,1059572.7812735206,1873812.345543987,850618.0639476451,208954.71732587536,1490296.6710936048,383515.674450382,36725850.301130205,29925854.220964197,313,0,0,False,False
0.02,0.0,0.0,0.02,cap,proportional,New,0,258,311,53,123,487290.344632922,829692.0125019208,757048.3189984219,-269757.97436550003,1320506.9627988013,-490814.95029688004,25144350.0,20871575.615580194,0,311,0,False,False
0.02,0.0,0.02,-0.02,cap,proportional,General,75,270,317,47,202,971905.197540618,1726454.4877930442,674717.5449750358,297187.65256558225,1177500.2411389144,548954.2466541295,34458816.36700802,27784817.323696576,242,75,0,False,False
0.02,0.0,0.02,-0.02,cap,proportional,New,6,270,317,47,35,599716.2416335364,1040098.878211917,669079.6165327274,-69363.374899191,1167064.5982902711,-126965.720078354,25629450.0,22784860.336079795,0,317,0,False,False
0.02,0.0,0.02,0.0,cap,proportional,General,75,270,317,47,202,971905.197540618,1726454.4877930442,674717.5449750358,297187.65256558225,1177500.2411389144,548954.2466541295,34458816.36700802,27784817.323696576,242,75,0,False,False
0.02,0.0,0.02,0.0,cap,proportional,New,6,270,317,47,35,599716.2416335364,1040098.878211917,669079.6165327274,-69363.374899191,1167064.5982902711,-126965.720078354,25629450.0,22784860.336079795,0,317,0,False,False
0.02,0.0,0.02,0.02,cap,proportional,General,75,270,317,47,202,971905.197540618,1726454.4877930442,674717.5449750358,297187.65256558225,1177500.2411389144,548954.2466541295,34458816.36700802,27784817.323696576,242,75,0,False,False
0.02,0.0,0.02,0.02,cap,proportional,New,6,270,317,47,35,599716.2416335364,1040098.878211917,669079.6165327274,-69363.374899191,1167064.5982902711,-126965.720078354,25629450.0,22784860.336079795,0,317,0,False,False
0.02,0.02,-0.02,-0.02,cap,proportional,General,6,248,319,71,0,1121469.5386314641,1964832.8562397193,1121469.538631464,0.0,1964832.8562397193,0.0,37429860.21105603,32449181.562881462,319,0,0,False,False
0.02,0.02,-0.02,-0.02,cap,proportional,New,5,248,306,58,248,172746.98583030107,262512.3760127388,826347.0614458884,-653600.0756155874,1441383.6223443206,-1178871.2463315818,24740100.0,14349249.389141055,0,306,0,False,False
0.02,0.02,-0.02,0.0,cap,proportional,General,6,248,319,71,0,1121469.5386314641,1964832.8562397193,1121469.538631464,0.0,1964832.8562397193,0.0,37429860.21105603,32449181.562881462,319,0,0,False,False
0.02,0.02,-0.02,0.0,cap,proportional,New,5,248,306,58,248,172746.98583030107,262512.3760127388,826347.0614458884,-653600.0756155874,1441383.6223443206,-1178871.2463315818,24740100.0,14349249.389141055,0,306,0,False,False
0.02,0.02,-0.02,0.02,cap,proportional,General,6,248,319,71,0,1121469.5386314641,1964832.8562397193,1121469.538631464,0.0,1964832.8562397193,0.0,37429860.21105603,32449181.562881462,319,0,0,False,False
0.02,0.02,-0.02,0.02,cap,proportional,New,5,248,306,58,248,172746.98583030107,262512.3760127388,826347.0614458884,-653600.0756155874,1441383.6223443206,-1178871.2463315818,24740100.0,14349249.389141055,0,306,0,False,False
