sj_degradation,relative_sj_yield_change,replacement_rule,before_viable,after_viable,new_projects,switches,discounted_mwh,undiscounted_mwh,entry_discounted_mwh,switch_discounted_mwh,entry_undiscounted_mwh,switch_undiscounted_mwh,public_usd,private_npv_gain_usd,after_si,after_sj,after_t,counterexample_discounted,counterexample_physical
0.01,0.07,salvage,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.07,stop_option,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.0725,full,322,336,14,0,188133.5620424531,329970.88160824066,188133.56204245312,0.0,329970.8816082407,0.0,27165600.0,25487860.5328156,0,336,0,False,False
0.01,0.0725,half,335,337,2,0,24262.554532841772,42554.53637487203,24262.554532841772,0.0,42554.53637487203,0.0,27246450.0,25924438.562353574,0,337,0,False,False
0.01,0.0725,salvage,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.0725,stop_option,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.075,full,323,336,13,0,174421.45019710626,305920.95885549486,174421.45019710623,0.0,305920.95885549486,0.0,27165600.0,25504339.05535048,0,336,0,False,False
0.01,0.075,half,335,337,2,0,24319.11060401389,42653.73109835657,24319.11060401389,0.0,42653.73109835657,0.0,27246450.0,25926700.80520046,0,337,0,False,False
0.01,0.075,salvage,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.075,stop_option,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.0775,full,324,336,12,0,160699.93208262124,281854.53827595804,160699.9320826212,0.0,281854.538275958,0.0,27165600.0,25520441.327119827,0,336,0,False,False
0.01,0.0775,half,335,337,2,0,24375.666675186018,42752.92582184112,24375.666675186018,0.0,42752.92582184112,0.0,27246450.0,25928963.048047345,0,337,0,False,False
0.01,0.0775,salvage,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.0775,stop_option,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.08,full,324,336,12,0,161072.7857533466,282508.4931211459,161072.7857533466,0.0,282508.4931211459,0.0,27165600.0,25535355.473948844,0,336,0,False,False
0.01,0.08,half,335,337,2,0,24432.222746358144,42852.12054532568,24432.222746358144,0.0,42852.12054532568,0.0,27246450.0,25931225.290894233,0,337,0,False,False
0.01,0.08,salvage,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.08,stop_option,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.0825,full,324,336,12,0,161445.6394240719,283162.4479663337,161445.63942407194,0.0,283162.4479663337,0.0,27165600.0,25550269.620777857,0,336,0,False,False
0.01,0.0825,half,336,337,1,0,12036.696325840183,21111.38095281432,12036.696325840183,0.0,21111.38095281432,0.0,27246450.0,25932936.04355356,0,337,0,False,False
0.01,0.0825,salvage,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.0825,stop_option,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.085,full,324,336,12,0,161818.49309479725,283816.40281152155,161818.49309479728,0.0,283816.40281152155,0.0,27165600.0,25565183.76760687,0,336,0,False,False
0.01,0.085,half,336,337,1,0,12064.49470072665,21160.137028917816,12064.49470072665,0.0,21160.137028917816,0.0,27246450.0,25934047.97854902,0,337,0,False,False
0.01,0.085,salvage,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.085,stop_option,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.0875,full,325,336,11,0,148041.825406599,259653.2543900148,148041.82540659903,0.0,259653.25439001483,0.0,27165600.0,25579080.05642769,0,336,0,False,False
0.01,0.0875,half,336,337,1,0,12092.293075613115,21208.893105021314,12092.293075613115,0.0,21208.893105021314,0.0,27246450.0,25935159.913544476,0,337,0,False,False
0.01,0.0875,salvage,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.0875,stop_option,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.09,full,325,336,11,0,148382.1514420165,260250.15842309536,148382.1514420165,0.0,260250.1584230953,0.0,27165600.0,25592693.097844392,0,336,0,False,False
0.01,0.09,half,336,337,1,0,12120.091450499584,21257.649181124812,12120.091450499584,0.0,21257.649181124812,0.0,27246450.0,25936271.848539937,0,337,0,False,False
0.01,0.09,salvage,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.09,stop_option,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.0925,full,326,336,10,0,134572.45772144623,236029.08504179138,134572.4577214462,0.0,236029.08504179135,0.0,27165600.0,25605268.345370334,0,336,0,False,False
0.01,0.0925,half,336,337,1,0,12147.88982538605,21306.40525722831,12147.88982538605,0.0,21306.40525722831,0.0,27246450.0,25937383.783535395,0,337,0,False,False
0.01,0.0925,salvage,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.0925,stop_option,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.095,full,328,336,8,0,106595.39061376106,186959.597396346,106595.39061376106,0.0,186959.59739634598,0.0,27165600.0,25616111.65376043,0,336,0,False,False
0.01,0.095,half,336,337,1,0,12175.688200272516,21355.161333331806,12175.688200272516,0.0,21355.161333331806,0.0,27246450.0,25938495.718530852,0,337,0,False,False
0.01,0.095,salvage,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.095,stop_option,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.0975,full,328,337,9,0,119042.24566064095,208790.36320166336,119042.24566064095,0.0,208790.36320166336,0.0,27246450.0,25626022.859286875,0,337,0,False,False
0.01,0.0975,half,336,337,1,0,12203.486575158982,21403.9174094353,12203.486575158982,0.0,21403.9174094353,0.0,27246450.0,25939607.653526314,0,337,0,False,False
0.01,0.0975,salvage,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.0975,stop_option,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.1,full,328,337,9,0,119313.41250724837,209265.96767364896,119313.41250724836,0.0,209265.96767364896,0.0,27246450.0,25636869.53315117,0,337,0,False,False
0.01,0.1,half,336,337,1,0,12231.284950045452,21452.673485538802,12231.284950045452,0.0,21452.673485538802,0.0,27246450.0,25940719.58852177,0,337,0,False,False
0.01,0.1,salvage,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01,0.1,stop_option,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27246450.0,25949000.0,0,337,0,False,False
0.01505,-0.1,full,298,307,9,206,-241057.25551783503,-526263.0364768464,120181.57727881246,-361238.83279664745,206964.41388948468,-733227.4503663309,26924618.529177606,2481861.7191703417,92,0,215,True,True
0.01505,-0.1,half,299,333,34,279,-591310.6887210635,-1072961.0521284093,394402.68777624005,-985713.3764973036,687950.1377720808,-1760911.18990049,26437950.0,14270098.418898582,6,327,0,True,True
0.01505,-0.1,salvage,312,336,24,168,-396221.106054502,-718177.3601721611,267828.19415054424,-664049.3002050463,467168.3251044376,-1185345.6852765987,27165600.0,21270411.462101057,0,336,0,True,True
0.01505,-0.1,stop_option,314,337,23,195,-795365.9335530692,-1847821.9572357722,232153.36992735058,-1027519.3034804198,373679.55077546823,-2221501.508011241,27084750.0,18735625.33490137,2,335,0,True,True
0.01505,-0.0975,full,298,307,9,206,-241057.25551783503,-526263.0364768464,120181.57727881246,-361238.83279664745,206964.41388948468,-733227.4503663309,26924618.529177606,2481861.7191703417,92,0,215,True,True
0.01505,-0.0975,half,300,333,33,276,-588282.8811202178,-1067501.0254352891,383040.20175753173,-971323.0828777496,668130.7398210238,-1735631.765256313,26680500.0,14800822.021766622,3,330,0,True,True
0.01505,-0.0975,salvage,314,336,22,164,-397786.42911832756,-720332.4253710541,245058.10100509386,-642844.5301234215,427450.82519383123,-1147783.2505648853,27165600.0,21611120.106741738,0,336,0,True,True
0.01505,-0.0975,stop_option,317,337,20,192,-805272.0574220465,-1855953.6246079511,200769.8021533602,-1006041.8595754066,323163.8183905102,-2179117.4429984614,27084750.0,19087312.33179661,2,335,0,True,True
0.01505,-0.095,full,298,307,9,206,-241057.25551783503,-526263.0364768464,120181.57727881246,-361238.83279664745,206964.41388948468,-733227.4503663309,26924618.529177606,2481861.7191703417,92,0,215,True,True
0.01505,-0.095,half,301,333,32,272,-578892.1546042336,-1050677.848936626,371652.4137247639,-950544.5683289974,648267.2079819444,-1698945.0569185703,26761350.0,15325755.544358259,2,331,0,True,True
0.01505,-0.095,salvage,314,336,22,159,-372767.7412407545,-675970.7058182008,245736.93230981714,-618504.6735505715,428634.89950184745,-1104605.6053200483,27165600.0,21941571.183902755,0,336,0,True,True
0.01505,-0.095,stop_option,317,337,20,189,-783392.5671450029,-1813057.9275489731,201325.95118979606,-984718.518334799,324059.009023171,-2137116.9365721443,27084750.0,19430699.949162528,2,335,0,True,True
0.01505,-0.0925,full,298,307,9,206,-241057.25551783503,-526263.0364768464,120181.57727881246,-361238.83279664745,206964.41388948468,-733227.4503663309,26924618.529177606,2481861.7191703417,92,0,215,True,True
0.01505,-0.0925,half,301,333,32,260,-534187.5216230925,-971197.5157959508,372679.07785107533,-906866.5994741677,650058.0013741597,-1621255.5171701105,26761350.0,15838258.82102056,2,331,0,True,True
0.01505,-0.0925,salvage,316,336,20,151,-361524.2741843022,-655184.0487135398,222914.13181301983,-584438.4059973218,388825.46302299615,-1044009.5117365359,27165600.0,22258394.283001043,0,336,0,True,True
0.01505,-0.0925,stop_option,317,337,20,186,-765495.1562173961,-1778170.6749360957,201882.10022623197,-967377.2564436282,324954.1996558316,-2103124.8745919275,27246450.0,19768804.39255097,0,337,0,True,True
0.01505,-0.09,full,298,307,9,206,-241057.25551783503,-526263.0364768464,120181.57727881246,-361238.83279664745,206964.41388948468,-733227.4503663309,26924618.529177606,2481861.7191703417,92,0,215,True,True
0.01505,-0.09,half,303,333,30,254,-530698.5332185145,-964355.5632590095,348804.801316579,-879503.3345350934,608414.4924931206,-1572770.05575213,26761350.0,16335040.9548721,2,331,0,True,True
0.01505,-0.09,salvage,317,336,19,142,-335603.4837477527,-608619.5146195965,211758.7462719552,-547362.2300197079,369367.30703743146,-977986.821657028,27165600.0,22558471.670941215,0,336,0,True,True
0.01505,-0.09,stop_option,318,337,19,179,-736804.0121504203,-1713744.0705651103,191764.79021248367,-928568.8023629042,308669.13835270813,-2022413.2089178187,27246450.0,20102176.81834979,0,337,0,True,True
0.01505,-0.0875,full,298,307,9,206,-241057.25551783503,-526263.0364768464,120181.57727881246,-361238.83279664745,206964.41388948468,-733227.4503663309,26924618.529177606,2481861.7191703417,92,0,215,True,True
0.01505,-0.0875,half,303,333,30,245,-498496.82344255125,-907151.458223461,349763.0562652508,-848259.8797078021,610085.9608790906,-1517237.4191025514,26923050.0,16820347.81397312,0,333,0,True,True
0.01505,-0.0875,salvage,317,336,19,140,-321614.1046540178,-583917.805635269,212340.50106940564,-533954.6057234233,370382.05238643545,-954299.8580217045,27165600.0,22849928.25951385,0,336,0,True,True
0.01505,-0.0875,stop_option,319,337,18,176,-726093.7698332141,-1688519.611818991,181606.01115507304,-907699.7809882873,292317.32749685715,-1980836.9393158483,27246450.0,20425369.16577894,0,337,0,True,True
0.01505,-0.085,full,298,307,9,206,-241901.7839821243,-527435.8204699561,119337.04881452321,-361238.83279664745,205791.62989637497,-733227.4503663309,26880237.745320965,2482287.8596485625,92,1,214,True,True
0.01505,-0.085,half,303,333,30,240,-473366.0047942437,-862669.4097424443,350721.31121392275,-824087.3160081664,611757.4292650607,-1474426.839007505,26923050.0,17294046.3754957,0,333,0,True,True
0.01505,-0.085,salvage,317,336,19,133,-291033.3312658898,-529504.9745502803,212922.25586685605,-503955.58713274595,371396.7977354393,-900901.7722857194,27165600.0,23134744.18192031,0,336,0,True,True
0.01505,-0.085,stop_option,320,337,17,166,-684658.1901876852,-1595458.6093839742,171435.54354449332,-856093.7337321786,275946.7024695867,-1871405.311853561,27246450.0,20736727.02100406,0,337,0,True,True
0.01505,-0.0825,full,298,307,9,206,-244372.2654312136,-530853.4623817494,117719.15971281557,-362091.4251440292,203552.62647821798,-734406.0888599672,26747095.393751048,2486090.4388343627,92,4,211,True,True
0.01505,-0.0825,half,303,333,30,236,-451029.8746928405,-823193.7260283667,351679.5661625947,-802709.4408554351,613428.8976510308,-1436622.6236793976,26923050.0,17762264.232024044,0,333,0,True,True
0.01505,-0.0825,salvage,319,337,18,130,-287787.93174295075,-523376.00568006595,199797.01767900598,-487584.9494219567,348502.6600952172,-871878.665775283,27246450.0,23409161.658846345,0,337,0,True,True
0.01505,-0.0825,stop_option,320,337,17,165,-672655.8904200919,-1573480.9715843196,171903.94666893187,-844559.8370890238,276700.6552085746,-1850181.6267928942,27246450.0,21039555.013802517,0,337,0,True,True
0.01505,-0.08,full,298,307,9,206,-251740.3412594121,-540976.7065225788,114492.24879308399,-366232.59005249606,199111.0524104972,-740087.7589330759,26347668.339041285,2499232.9171545454,92,13,202,True,True
0.01505,-0.08,half,304,333,29,228,-430790.139068744,-786810.2868285816,340172.395431729,-770962.534500473,593357.1285302353,-1380167.4153588167,26923050.0,18218930.771412387,0,333,0,True,True
0.01505,-0.08,salvage,319,337,18,125,-264426.41991093714,-481849.0120581107,200341.42372172812,-464767.8436326652,349452.2586240869,-831301.2706821976,27246450.0,23673325.69418499,0,337,0,True,True
0.01505,-0.08,stop_option,322,337,15,160,-664395.3204942823,-1546679.3876385004,151028.1249958912,-815423.4454901735,243098.43927997624,-1789777.8269184767,27246450.0,21336807.118221965,0,337,0,True,True
0.01505,-0.0775,full,298,307,9,206,-266373.5929553453,-560672.8637184997,114730.38176303137,-381103.9747183767,199526.42384319985,-760199.2875616995,25548814.229621764,2529633.8722134586,92,31,184,True,True
0.01505,-0.0775,half,304,333,29,222,-403708.1044345592,-738789.137135952,341096.7769410544,-744804.8813756136,594969.512031676,-1333758.649167628,26923050.0,18664371.135488108,0,333,0,True,True
0.01505,-0.0775,salvage,320,337,17,120,-253049.48380539048,-461214.0181746334,189117.50578790565,-442166.9895932962,329874.56271016767,-791088.5808848011,27246450.0,23927886.059238568,0,337,0,True,True
0.01505,-0.0775,stop_option,323,337,14,158,-658954.338291628,-1532494.1031971937,140751.83239774773,-799706.1706893757,226557.47585173388,-1759051.5790489276,27246450.0,21626493.058974303,0,337,0,True,True
0.01505,-0.075,full,298,308,10,206,-269788.8934791348,-560085.8341538617,126351.54065051334,-396140.4341296481,220093.3914597844,-780179.225613646,24742048.55248896,2589204.435908954,92,52,164,True,True
0.01505,-0.075,half,304,334,30,212,-355707.2961598943,-653698.0961797843,352557.9035253363,-708265.1996852306,614960.9671029795,-1268659.0632827638,27003900.0,19100803.288175207,0,334,0,True,True
0.01505,-0.075,salvage,320,337,17,112,-220260.57342955092,-402771.2234707675,189630.01935372656,-409890.59278327745,330768.53171480226,-733539.7551855699,27246450.0,24166968.173565112,0,337,0,True,True
0.01505,-0.075,stop_option,324,337,13,151,-631574.0425318639,-1469327.8386833745,130460.23553541487,-762034.2780672787,209991.8783181627,-1679319.7170015373,27246450.0,21907431.55248466,0,337,0,True,True
0.01505,-0.0725,full,298,310,12,206,-263518.9930006482,-541066.402357222,150250.87721149938,-413769.8702121476,262080.14012488184,-803146.5424821038,23838609.7399296,2685049.1595459054,92,78,140,True,True
0.01505,-0.0725,half,305,334,29,204,-336363.56755829894,-618865.9399888895,341048.9034536263,-677412.4710119253,594886.0070929611,-1213751.9470818508,27003900.0,19521629.546663504,0,334,0,True,True
0.01505,-0.0725,salvage,323,337,14,107,-232994.87668244474,-424200.90700232174,154841.43336208424,-387836.31004452903,270087.3719063169,-694288.2789086387,27246450.0,24396637.681828294,0,337,0,True,True
0.01505,-0.0725,stop_option,324,337,13,146,-602630.424719264,-1408978.8972858507,130812.83076659168,-733443.255485856,210559.4239352388,-1619538.3212210895,27246450.0,22178856.275462274,0,337,0,True,True
0.01505,-0.07,full,298,311,13,206,-260052.02982047736,-530085.1226845685,162856.47258014302,-422908.5024006204,284067.8733207505,-814152.9960053191,23298128.765936643,2814666.5971010653,92,93,126,True,True
0.01505,-0.07,half,306,334,28,199,-325391.6208474061,-599027.7923964623,329500.3057722299,-654891.9266196359,574741.9776219996,-1173769.770018462,27003900.0,19926505.04016954,0,334,0,True,True
0.01505,-0.07,salvage,323,337,14,99,-200865.23857927384,-366876.35776368214,155258.79571615992,-356124.0342954337,270815.370213342,-637691.7279770242,27246450.0,24609348.905248087,0,337,0,True,True
0.01505,-0.07,stop_option,324,337,13,141,-573891.2623536579,-1348784.7796851874,131165.42599776847,-705056.6883514263,211126.9695523149,-1559911.7492375025,27246450.0,22442102.780560147,0,337,0,True,True
0.01505,-0.0675,full,298,312,14,206,-252758.67182288237,-513872.49684451974,175503.75870877694,-428262.4305316593,306128.32702529733,-820000.8238698172,22935170.927370243,2960510.7111540264,92,104,116,True,True
0.01505,-0.0675,half,306,334,28,195,-304803.96364002116,-562558.9576439714,330386.05928237026,-635190.0229223913,576286.9829381877,-1138845.9405821594,27003900.0,20324783.980937157,0,334,0,True,True
0.01505,-0.0675,salvage,324,337,13,93,-187487.4917331764,-342589.28125534,143903.33136772746,-331390.82310090394,251008.22004655073,-593597.5013018908,27246450.0,24809882.412335318,0,337,0,True,True
0.01505,-0.0675,stop_option,325,337,12,139,-569273.8706771301,-1335874.154750781,120840.5012267316,-690114.3719038616,194507.7266292467,-1530381.8813800276,27246450.0,22698845.100267425,0,337,0,True,True
0.01505,-0.065,full,298,312,14,206,-258890.38297766307,-520364.8141383481,175974.27816912215,-434864.6611467852,306949.04640070035,-827313.8605390484,22402601.52109056,3125729.6135602947,92,116,104,True,True
0.01505,-0.065,half,306,334,28,187,-273803.1548272145,-507344.39649064525,331271.81279251067,-605074.967619725,577831.9882543761,-1085176.3847450214,27003900.0,20714361.638393864,0,334,0,True,True
0.01505,-0.065,salvage,324,337,13,79,-135968.023008654,-250467.71463842786,144289.13118372674,-280257.1541923806,251681.16433621975,-502148.8789746476,27246450.0,24993831.135078896,0,337,0,True,True
0.01505,-0.065,stop_option,325,337,12,136,-549637.3281066737,-1295749.8736198116,121164.47039892126,-670801.798505595,195029.19506525007,-1490779.0686850613,27246450.0,22952514.80936985,0,337,0,True,True
0.01505,-0.0625,full,298,314,16,206,-240867.04902069364,-484211.31105074583,200870.76059839822,-441737.8096190919,350375.572253835,-834586.8833045808,21987351.330954242,3315431.6067888536,92,131,91,True,True
0.01505,-0.0625,half,307,335,28,176,-237129.53530129895,-441824.662494577,330229.22430528933,-567358.7596065883,576013.4182606785,-1017838.0807552557,27084750.0,21088931.213729084,0,335,0,True,True
0.01505,-0.0625,salvage,325,337,12,66,-100223.26562374028,-186033.06883675006,132929.24432398647,-233152.50994772674,231866.3000555094,-417899.36889225955,27246450.0,25150630.05060012,0,337,0,True,True
0.01505,-0.0625,stop_option,326,337,11,132,-536464.2632488112,-1263375.607040109,110802.42045598447,-647266.6837047957,178350.19458810295,-1441725.801628212,27246450.0,23196956.060519975,0,337,0,True,True
0.01505,-0.06,full,298,314,16,206,-249130.07941459975,-492776.9046080372,201406.41595999393,-450536.49537459365,351309.9071131785,-844086.8117212157,21277258.789248,3532226.855829271,92,147,75,True,True
0.01505,-0.06,half,307,335,28,169,-209607.10351427944,-392812.5772191625,331109.8355701033,-540716.939084383,577549.4540427069,-970362.0312618695,27084750.0,21445680.627036244,0,335,0,True,True
0.01505,-0.06,salvage,325,337,12,51,-46622.03803452943,-90102.26466347763,133283.7223088504,-179905.76034337984,232484.61018899077,-322586.87485246843,27246450.0,25283789.840342853,0,337,0,True,True
0.01505,-0.06,stop_option,328,337,9,127,-529701.8925279132,-1238201.4829510788,89729.14001899099,-619431.032546904,144430.14436645227,-1382631.627317531,27246450.0,23434280.196742952,0,337,0,True,True
0.01505,-0.0575,full,298,316,18,206,-232414.5448087971,-457520.3610407213,226350.10214575843,-458764.64695455553,394818.7697043375,-852339.1307450588,20728866.24754176,3772238.7121605333,92,165,59,True,True
0.01505,-0.0575,half,308,335,27,165,-202690.01006820548,-380167.3194140368,319551.1190625194,-522241.1291307248,557387.7744692345,-937555.0938832713,27084750.0,21794668.82683147,0,335,0,True,True
0.01505,-0.0575,salvage,326,337,11,42,-25539.71106009076,-51858.578946668495,121883.49862916762,-147423.2096892584,212599.38705501502,-264457.9660016835,27246450.0,25390328.68979859,0,337,0,True,True
0.01505,-0.0575,stop_option,328,337,9,122,-501881.41163533897,-1179270.1769162796,89967.78134882874,-591849.1929841676,144814.26709083116,-1324084.444007111,27246450.0,23660779.44291955,0,337,0,True,True
0.01505,-0.055,full,298,317,19,207,-225709.40170645475,-441740.27199863095,239172.6464323134,-464882.0481387682,417184.923338485,-858925.195337116,20402377.625118718,4044637.1594664208,91,178,48,True,True
0.01505,-0.055,half,309,335,26,158,-188048.23455242979,-353604.7787817645,307956.1393890697,-496004.3739414995,537162.841650471,-890767.6204322355,27084750.0,22133723.798768934,0,335,0,True,True
0.01505,-0.055,salvage,328,337,9,34,-19915.280616178738,-40685.291864191386,98701.33851564131,-118616.61913182004,172163.1254923076,-212848.417356499,27246450.0,25482390.324395258,0,337,0,True,True
0.01505,-0.055,stop_option,328,337,9,119,-483034.3793623501,-1140224.3664157828,90206.42267866648,-573240.8020410165,145198.38981521002,-1285422.7562309927,27246450.0,23882868.740123276,0,337,0,True,True
0.01505,-0.0525,full,298,317,19,207,-226987.66553181742,-439958.74206235004,239805.37830118195,-466793.0438329994,418288.58715684083,-858247.3292191908,19958569.78655232,4335579.396949827,91,188,38,True,True
0.01505,-0.0525,half,310,335,25,149,-168497.96877689532,-318171.91779916576,296304.52503439627,-464802.4938112915,516839.1218863898,-835011.0396855556,27084750.0,22456504.70733285,0,335,0,True,True
0.01505,-0.0525,salvage,328,337,9,23,18613.960429736526,28386.29428085578,98962.4531677991,-80348.49273806257,172618.58349625548,-144232.28921539974,27246450.0,25548907.80275969,0,337,0,False,False
0.01505,-0.0525,stop_option,328,337,9,113,-451143.76059812505,-1071593.6501576328,90445.06400850424,-541588.8246066293,145582.51253958888,-1217176.1626972216,27246450.0,24094909.503260627,0,337,0,True,True
0.01505,-0.05,full,298,317,19,208,-231555.23432953804,-443692.2043856111,240438.1101700505,-471993.34449958854,419392.2509751966,-863084.4553608077,19551231.16412928,4645032.364601945,90,200,27,True,True
