tcell_c,airmass,predicted_advantage_pct
7.0,2.48,-2.6956218669208107
7.0,2.5,-2.730764000960802
7.0,2.5199999999999996,-2.765906135000793
7.0,2.54,-2.801048269040786
7.0,2.5599999999999996,-2.836190403080777
7.0,2.58,-2.871332537120769
7.0,2.5999999999999996,-2.90647467116076
7.0,2.62,-2.941616805200753
7.0,2.6399999999999997,-2.9767589392407436
7.0,2.66,-3.011901073280736
7.0,2.6799999999999997,-3.047043207320727
7.0,2.6999999999999997,-3.082185341360719
7.0,2.7199999999999998,-3.1173274754007108
7.0,2.7399999999999998,-3.1524696094407023
7.0,2.76,-3.1876117434806943
7.0,2.78,-3.2227538775206863
7.0,2.8,-3.257896011560678
7.5,1.1,-0.1780589620633602
7.5,1.12,-0.21320109610335175
7.5,1.1400000000000001,-0.24834323014334353
7.5,1.1600000000000001,-0.2834853641833353
7.5,1.1800000000000002,-0.3186274982233271
7.5,1.2000000000000002,-0.35376963226331887
7.5,1.22,-0.3889117663033103
7.5,1.24,-0.424053900343302
7.5,1.26,-0.45919603438329376
7.5,1.28,-0.49433816842328554
7.5,1.3,-0.5294803024632773
7.5,1.32,-0.564622436503269
7.5,1.34,-0.5997645705432608
7.5,1.36,-0.6349067045832526
7.5,1.3800000000000001,-0.6700488386232443
7.5,1.4,-0.7051909726632357
7.5,1.42,-0.7403331067032275
7.5,1.44,-0.7754752407432192
7.5,1.46,-0.8106173747832109
7.5,1.48,-0.8457595088232027
7.5,1.5,-0.8809016428631945
7.5,1.52,-0.9160437769031862
7.5,1.54,-0.951185910943178
7.5,1.56,-0.9863280449831697
7.5,1.58,-1.0214701790231615
7.5,1.6,-1.0566123130631533
7.5,1.62,-1.091754447103145
7.5,1.6400000000000001,-1.1268965811431368
7.5,1.6600000000000001,-1.1620387151831286
7.5,1.6800000000000002,-1.1971808492231204
7.5,1.7,-1.2323229832631117
7.5,1.72,-1.2674651173031035
7.5,1.74,-1.3026072513430953
7.5,1.76,-1.337749385383087
7.5,1.78,-1.3728915194230789
7.5,1.7999999999999998,-1.4080336534630702
7.5,1.8199999999999998,-1.443175787503062
7.5,1.8399999999999999,-1.4783179215430537
7.5,1.8599999999999999,-1.5134600555830455
7.5,1.88,-1.548602189623037
7.5,1.9,-1.5837443236630289
7.5,1.92,-1.6188864577030206
7.5,1.94,-1.6540285917430124
7.5,1.96,-1.6891707257830042
7.5,1.98,-1.724312859822996
7.5,2.0,-1.7594549938629878
7.5,2.02,-1.7945971279029795
7.5,2.04,-1.8297392619429713
7.5,2.06,-1.8648813959829629
7.5,2.08,-1.9000235300229549
7.5,2.1,-1.9351656640629464
7.5,2.12,-1.9703077981029384
7.5,2.1399999999999997,-2.0054499321429295
7.5,2.16,-2.040592066182922
7.5,2.1799999999999997,-2.0757342002229127
7.5,2.2,-2.1108763342629056
7.5,2.2199999999999998,-2.146018468302896
7.5,2.24,-2.1811606023428887
7.5,2.26,-2.21630273638288
7.5,2.28,-2.251444870422872
7.5,2.3,-2.2865870044628633
7.5,2.32,-2.321729138502855
7.5,2.34,-2.356871272542847
7.5,2.36,-2.392013406582839
7.5,2.38,-2.4271555406228305
7.5,2.4,-2.462297674662822
7.5,2.42,-2.497439808702814
7.5,2.44,-2.532581942742806
7.5,2.46,-2.5677240767827976
7.5,2.48,-2.602866210822789
7.5,2.5,-2.638008344862781
7.5,2.5199999999999996,-2.6731504789027722
7.5,2.54,-2.7082926129427642
7.5,2.5599999999999996,-2.7434347469827554
7.5,2.58,-2.7785768810227482
7.5,2.5999999999999996,-2.8137190150627394
7.5,2.62,-2.8488611491027314
7.5,2.6399999999999997,-2.8840032831427225
7.5,2.66,-2.9191454171827154
7.5,2.6799999999999997,-2.954287551222706
7.5,2.6999999999999997,-2.9894296852626976
7.5,2.7199999999999998,-3.0245718193026896
7.5,2.7399999999999998,-3.0597139533426816
7.5,2.76,-3.094856087382673
7.5,2.78,-3.1299982214226647
7.5,2.8,-3.1651403554626567
8.0,1.1,-0.08530330596533946
8.0,1.12,-0.12044544000533101
8.0,1.1400000000000001,-0.1555875740453228
8.0,1.1600000000000001,-0.1907297080853146
8.0,1.1800000000000002,-0.22587184212530637
8.0,1.2000000000000002,-0.26101397616529814
8.0,1.22,-0.2961561102052896
8.0,1.24,-0.33129824424528126
8.0,1.26,-0.36644037828527304
8.0,1.28,-0.4015825123252648
8.0,1.3,-0.4367246463652566
8.0,1.32,-0.4718667804052484
8.0,1.34,-0.5070089144452401
8.0,1.36,-0.5421510484852319
8.0,1.3800000000000001,-0.5772931825252235
8.0,1.4,-0.612435316565215
8.0,1.42,-0.6475774506052068
8.0,1.44,-0.6827195846451984
8.0,1.46,-0.7178617186851902
8.0,1.48,-0.753003852725182
8.0,1.5,-0.7881459867651738
8.0,1.52,-0.8232881208051654
8.0,1.54,-0.8584302548451572
8.0,1.56,-0.893572388885149
8.0,1.58,-0.9287145229251408
8.0,1.6,-0.9638566569651326
8.0,1.62,-0.9989987910051243
8.0,1.6400000000000001,-1.0341409250451161
8.0,1.6600000000000001,-1.069283059085108
8.0,1.6800000000000002,-1.1044251931250997
8.0,1.7,-1.139567327165091
8.0,1.72,-1.1747094612050828
8.0,1.74,-1.2098515952450746
8.0,1.76,-1.2449937292850664
8.0,1.78,-1.2801358633250581
8.0,1.7999999999999998,-1.3152779973650495
8.0,1.8199999999999998,-1.3504201314050412
8.0,1.8399999999999999,-1.385562265445033
8.0,1.8599999999999999,-1.4207043994850248
8.0,1.88,-1.4558465335250164
8.0,1.9,-1.4909886675650081
8.0,1.92,-1.526130801605
8.0,1.94,-1.5612729356449917
8.0,1.96,-1.5964150696849835
8.0,1.98,-1.6315572037249753
8.0,2.0,-1.666699337764967
8.0,2.02,-1.7018414718049588
8.0,2.04,-1.7369836058449506
8.0,2.06,-1.7721257398849422
8.0,2.08,-1.8072678739249342
8.0,2.1,-1.8424100079649257
8.0,2.12,-1.8775521420049177
8.0,2.1399999999999997,-1.9126942760449086
8.0,2.16,-1.9478364100849013
8.0,2.1799999999999997,-1.982978544124892
8.0,2.2,-2.018120678164885
8.0,2.2199999999999998,-2.0532628122048755
8.0,2.24,-2.088404946244868
8.0,2.26,-2.123547080284859
8.0,2.28,-2.158689214324851
8.0,2.3,-2.1938313483648426
8.0,2.32,-2.228973482404834
8.0,2.34,-2.264115616444826
8.0,2.36,-2.299257750484818
8.0,2.38,-2.3343998845248097
8.0,2.4,-2.3695420185648013
8.0,2.42,-2.4046841526047933
8.0,2.44,-2.4398262866447853
8.0,2.46,-2.474968420684777
8.0,2.48,-2.5101105547247684
8.0,2.5,-2.5452526887647604
8.0,2.5199999999999996,-2.5803948228047515
8.0,2.54,-2.6155369568447435
8.0,2.5599999999999996,-2.6506790908847346
8.0,2.58,-2.6858212249247275
8.0,2.5999999999999996,-2.7209633589647186
8.0,2.62,-2.7561054930047106
8.0,2.6399999999999997,-2.7912476270447018
8.0,2.66,-2.8263897610846946
8.0,2.6799999999999997,-2.8615318951246853
8.0,2.6999999999999997,-2.896674029164677
8.0,2.7199999999999998,-2.931816163204669
8.0,2.7399999999999998,-2.966958297244661
8.0,2.76,-3.0021004312846524
8.0,2.78,-3.037242565324644
8.0,2.8,-3.072384699364636
8.5,1.1,0.007452350132681709
8.5,1.12,-0.027689783907309848
8.5,1.1400000000000001,-0.06283191794730163
8.5,1.1600000000000001,-0.0979740519872934
8.5,1.1800000000000002,-0.1331161860272852
8.5,1.2000000000000002,-0.16825832006727698
8.5,1.22,-0.20340045410726842
