csi_case,single_case,cities,positive_all_on,min_all_on_pct,mean_all_on_pct,max_all_on_pct,q1_q4_pp,positive_all_off,min_all_off_pct,mean_all_off_pct,max_all_off_pct,density_50pct_target_multiplier,density_90pct_target_multiplier,all_on_sign_disagreements_grid,all_off_sign_disagreements_grid,max_all_on_grid_difference_pp
Rsh 2.0,Rs 1.2,337,337,1.1664945337102495,4.20373522243245,6.517649645103241,1.8704161099946819,337,0.8670014309008156,1.5196317663746473,2.2211017302667724,1.092757550304193,1.116586343523579,0,0,7.768744472169686e-05
Rsh 2.0,Rsh 0.5,337,337,0.45678854682196235,3.385990033592548,5.613047689292006,1.578515731994258,337,0.41344267815324187,0.7451650695112491,1.1254531913752475,1.1014328055684646,1.123818720678696,0,0,1.2780143676671685e-05
Rsh 2.0,Rsh 2.0,337,337,0.43581176544555955,3.3596689299882527,5.584071664418988,1.5662434469316668,337,0.4004899917051885,0.7207851061293893,1.0869384859624853,1.1017227460640129,1.124032132655138,0,0,8.524020600475524e-07
Rsh 2.0,Ideality low,337,337,0.647466621233117,3.616854872338779,5.863932146878259,1.693506816357727,337,0.522801755341229,0.959078755787365,1.477438897054295,1.098958000074453,1.1220912636892986,0,0,0.0001765439335388308
Rsh 2.0,Ideality high,337,337,0.23240005070603864,3.113389154860965,5.3164223048251635,1.44427940053273,337,0.2834114900065243,0.4925037080389776,0.7143740089860406,1.1044160834843808,1.1260290327753173,0,0,0.00017585831795230433
Ideality low,Baseline,337,337,0.39042268412230463,3.3008142668078104,5.518278749487204,1.5370258916938178,337,0.373896745078639,0.6690240943385276,1.0021936328985293,1.1023738987774576,1.124494302738556,0,0,3.9106411620082326e-05
Ideality low,Rs 0.8,337,335,-0.27906420258344555,2.528428370898451,4.687158760351973,1.2604224131054875,0,-0.08788297561183045,-0.062290368821195805,-0.03304009247363515,1.1108309143423116,1.1314229566624017,0,0,0.00010658936684393439
Ideality low,Rs 1.2,337,337,1.1137322823276286,4.135538465384198,6.4220950121444575,1.8366453893096968,337,0.8359482928661954,1.4592568819877039,2.1248398880882036,1.0934302659252633,1.1171068457117936,0,0,5.0783572969059776e-05
Ideality low,Rsh 0.5,337,337,0.40439643464262875,3.318349544473617,5.537583528987011,1.545196720362378,337,0.38252917371888184,0.6852670417941233,1.027844624315244,1.1021869219925817,1.124351985099234,0,0,3.0071134182740877e-05
Ideality low,Rsh 2.0,337,337,0.3834305934714566,3.2920465740029083,5.508628208481836,1.5329410592954882,337,0.3695804749135112,0.660902212201118,0.9893670941643506,1.102470626416752,1.1245654983420206,0,0,4.362138006364091e-05
Ideality low,Ideality low,337,337,0.5949750630411366,3.549055025974373,5.788288720986867,1.6600366569398197,337,0.49185458337961396,0.8990475384079628,1.3794905854564554,1.0997088301030447,1.1225353591808744,0,0,0.00013436281303125241
Ideality low,Ideality high,337,337,0.18012496583197368,3.045936751418415,5.241170093574321,1.4111377447332347,337,0.2525380172611946,0.4327629154950114,0.6195310557028044,1.1051966572247975,1.1265795589764387,0,0,0.0002173373902181197
Ideality high,Baseline,337,337,0.6908608436136721,3.684305625340303,5.944987619001241,1.7266697052532098,337,0.5486229564035883,1.0087128459408632,1.557763415073543,1.0982157761718123,1.1215551069060796,0,0,0.0002038405961135581
Ideality high,Rs 0.8,337,337,0.01937038522579204,2.9089380142379615,5.110506636157641,1.4476341200252052,337,0.11968273342961577,0.27484206099072095,0.5168353126327352,1.1065818949035395,1.1283193535628226,0,0,0.00013959442475286465
Ideality high,Rs 1.2,337,337,1.4163350885912251,4.5222524994145505,7.006645475299389,2.028920427038185,337,1.0114788220367377,1.8017082049363184,2.6836492682411395,1.0893283952602821,1.1142068906752025,0,0,0.00027675670517535167
Ideality high,Rsh 0.5,337,337,0.7048764133411822,3.701909446674212,5.964370465739566,1.7349035281456953,337,0.5572704119741312,1.0250130342358454,1.5835555016011638,1.0980204962316664,1.121392553287506,0,0,0.00021277306807565566
Ideality high,Rsh 2.0,337,337,0.6838478277511273,3.6755036613681087,5.935298051852778,1.7225533779401823,337,0.5442991726760882,1.0005623418827139,1.5448663230466675,1.0983134364497038,1.1216364329662245,0,0,0.00019934861787973546
Ideality high,Ideality low,337,337,0.8960253859102041,3.9335185029194055,6.23211314795642,1.8506025256976093,337,0.6667861302235734,1.2395492092649836,1.937135716474958,1.0956028178503274,1.1194659530402546,0,0,0.00037838587139127355
Ideality high,Ideality high,337,337,0.47993376788326714,3.428430187715973,5.666758354197654,1.5998365253510958,337,0.42705297295684286,0.7716168056614203,1.1686882318783454,1.1009935341202204,1.1235290846371069,0,0,3.646467259255104e-05
