gamma,spectral_scale,spatial,left_out_province,coverage,n,threshold_density_increase_pct
-0.15,1.0,Primary,410000,0.95,320,12.84921190621251
-0.15,1.0,Primary,410000,0.99,320,13.139977705395122
-0.15,1.0,Primary,410000,1.0,320,13.559702622703075
-0.15,1.0,Primary,420000,0.5,324,10.194130424586167
-0.15,1.0,Primary,420000,0.9,324,12.418451818769881
-0.15,1.0,Primary,420000,0.95,324,12.84921190621251
-0.15,1.0,Primary,420000,0.99,324,13.139977705395122
-0.15,1.0,Primary,420000,1.0,324,13.559702622703075
-0.15,1.0,Primary,430000,0.5,323,10.197943656356667
-0.15,1.0,Primary,430000,0.9,323,12.418451818769881
-0.15,1.0,Primary,430000,0.95,323,12.84921190621251
-0.15,1.0,Primary,430000,0.99,323,13.139977705395122
-0.15,1.0,Primary,430000,1.0,323,13.559702622703075
-0.15,1.0,Primary,440000,0.5,316,10.233402071693988
-0.15,1.0,Primary,440000,0.9,316,12.448061251240228
-0.15,1.0,Primary,440000,0.95,316,12.857818597006187
-0.15,1.0,Primary,440000,0.99,316,13.139977705395122
-0.15,1.0,Primary,440000,1.0,316,13.559702622703075
-0.15,1.0,Primary,450000,0.5,323,10.197943656356667
-0.15,1.0,Primary,450000,0.9,323,12.418451818769881
-0.15,1.0,Primary,450000,0.95,323,12.84921190621251
-0.15,1.0,Primary,450000,0.99,323,13.139977705395122
-0.15,1.0,Primary,450000,1.0,323,13.559702622703075
-0.15,1.0,Primary,460000,0.5,333,10.177037204198092
-0.15,1.0,Primary,460000,0.9,333,12.399900321509016
-0.15,1.0,Primary,460000,0.95,333,12.84921190621251
-0.15,1.0,Primary,460000,0.99,333,13.139977705395122
-0.15,1.0,Primary,460000,1.0,333,13.559702622703075
-0.15,1.0,Primary,500000,0.5,336,10.168391770313011
-0.15,1.0,Primary,500000,0.9,336,12.399900321509016
-0.15,1.0,Primary,500000,0.95,336,12.84921190621251
-0.15,1.0,Primary,500000,0.99,336,13.139977705395122
-0.15,1.0,Primary,500000,1.0,336,13.559702622703075
-0.15,1.0,Primary,510000,0.5,316,10.210505821346526
-0.15,1.0,Primary,510000,0.9,316,12.448061251240228
-0.15,1.0,Primary,510000,0.95,316,12.857818597006187
-0.15,1.0,Primary,510000,0.99,316,13.139977705395122
-0.15,1.0,Primary,510000,1.0,316,13.559702622703075
-0.15,1.0,Primary,520000,0.5,328,10.184464506388057
-0.15,1.0,Primary,520000,0.9,328,12.418451818769881
-0.15,1.0,Primary,520000,0.95,328,12.84921190621251
-0.15,1.0,Primary,520000,0.99,328,13.139977705395122
-0.15,1.0,Primary,520000,1.0,328,13.559702622703075
-0.15,1.0,Primary,530000,0.5,321,10.18820060133352
-0.15,1.0,Primary,530000,0.9,321,12.418451818769881
-0.15,1.0,Primary,530000,0.95,321,12.84921190621251
-0.15,1.0,Primary,530000,0.99,321,13.139977705395122
-0.15,1.0,Primary,530000,1.0,321,13.559702622703075
-0.15,1.0,Primary,540000,0.5,330,10.16211578859918
-0.15,1.0,Primary,540000,0.9,330,12.349164715177729
-0.15,1.0,Primary,540000,0.95,330,12.846605179618154
-0.15,1.0,Primary,540000,0.99,330,13.139977705395122
-0.15,1.0,Primary,540000,1.0,330,13.559702622703075
-0.15,1.0,Primary,610000,0.5,327,10.177037204198092
-0.15,1.0,Primary,610000,0.9,327,12.418451818769881
-0.15,1.0,Primary,610000,0.95,327,12.84921190621251
-0.15,1.0,Primary,610000,0.99,327,13.139977705395122
-0.15,1.0,Primary,610000,1.0,327,13.559702622703075
-0.15,1.0,Primary,620000,0.5,323,10.126367947492309
-0.15,1.0,Primary,620000,0.9,323,12.418451818769881
-0.15,1.0,Primary,620000,0.95,323,12.84921190621251
-0.15,1.0,Primary,620000,0.99,323,13.139977705395122
-0.15,1.0,Primary,620000,1.0,323,13.559702622703075
-0.15,1.0,Primary,630000,0.5,329,10.16211578859918
-0.15,1.0,Primary,630000,0.9,329,12.36136492214943
-0.15,1.0,Primary,630000,0.95,329,12.82943593419239
-0.15,1.0,Primary,630000,0.99,329,13.139977705395122
-0.15,1.0,Primary,630000,1.0,329,13.559702622703075
-0.15,1.0,Primary,640000,0.5,332,10.16225714535286
-0.15,1.0,Primary,640000,0.9,332,12.399900321509016
-0.15,1.0,Primary,640000,0.95,332,12.84921190621251
-0.15,1.0,Primary,640000,0.99,332,13.139977705395122
-0.15,1.0,Primary,640000,1.0,332,13.559702622703075
-0.15,1.0,Primary,650000,0.5,323,10.126367947492309
-0.15,1.0,Primary,650000,0.9,323,12.418451818769881
-0.15,1.0,Primary,650000,0.95,323,12.84921190621251
-0.15,1.0,Primary,650000,0.99,323,13.139977705395122
-0.15,1.0,Primary,650000,1.0,323,13.559702622703075
-0.15,1.0,City anchor,None,0.5,337,10.16067892772834
-0.15,1.0,City anchor,None,0.9,337,12.39500177806101
-0.15,1.0,City anchor,None,0.95,337,12.99173296918954
-0.15,1.0,City anchor,None,0.99,337,13.560854667152778
-0.15,1.0,City anchor,None,1.0,337,13.697765188874556
-0.15,1.0,City anchor,110000,0.5,336,10.16040010751913
-0.15,1.0,City anchor,110000,0.9,336,12.39500177806101
-0.15,1.0,City anchor,110000,0.95,336,12.99173296918954
-0.15,1.0,City anchor,110000,0.99,336,13.560854667152778
-0.15,1.0,City anchor,110000,1.0,336,13.697765188874556
-0.15,1.0,City anchor,120000,0.5,336,10.16040010751913
-0.15,1.0,City anchor,120000,0.9,336,12.39500177806101
-0.15,1.0,City anchor,120000,0.95,336,12.99173296918954
-0.15,1.0,City anchor,120000,0.99,336,13.560854667152778
-0.15,1.0,City anchor,120000,1.0,336,13.697765188874556
-0.15,1.0,City anchor,130000,0.5,326,10.110287435313836
-0.15,1.0,City anchor,130000,0.9,326,12.453262610326155
-0.15,1.0,City anchor,130000,0.95,326,12.99173296918954
-0.15,1.0,City anchor,130000,0.99,326,13.560854667152778
-0.15,1.0,City anchor,130000,1.0,326,13.697765188874556
-0.15,1.0,City anchor,140000,0.5,326,10.110287435313836
-0.15,1.0,City anchor,140000,0.9,326,12.453262610326155
-0.15,1.0,City anchor,140000,0.95,326,12.99173296918954
-0.15,1.0,City anchor,140000,0.99,326,13.560854667152778
-0.15,1.0,City anchor,140000,1.0,326,13.697765188874556
-0.15,1.0,City anchor,150000,0.5,325,10.110287435313836
-0.15,1.0,City anchor,150000,0.9,325,12.34243177149137
-0.15,1.0,City anchor,150000,0.95,325,12.885343821621586
-0.15,1.0,City anchor,150000,0.99,325,13.359781679363426
-0.15,1.0,City anchor,150000,1.0,325,13.694609413150438
-0.15,1.0,City anchor,210000,0.5,323,10.108709843089269
-0.15,1.0,City anchor,210000,0.9,323,12.453262610326155
-0.15,1.0,City anchor,210000,0.95,323,12.99173296918954
-0.15,1.0,City anchor,210000,0.99,323,13.560854667152778
-0.15,1.0,City anchor,210000,1.0,323,13.697765188874556
-0.15,1.0,City anchor,220000,0.5,328,10.120702840344475
-0.15,1.0,City anchor,220000,0.9,328,12.29206440230437
-0.15,1.0,City anchor,220000,0.95,328,12.902202055882107
-0.15,1.0,City anchor,220000,0.99,328,13.560854667152778
-0.15,1.0,City anchor,220000,1.0,328,13.697765188874556
-0.15,1.0,City anchor,230000,0.5,324,10.108709843089269
-0.15,1.0,City anchor,230000,0.9,324,12.255540147768041
-0.15,1.0,City anchor,230000,0.95,324,12.580603940216605
-0.15,1.0,City anchor,230000,0.99,324,13.560854667152778
-0.15,1.0,City anchor,230000,1.0,324,13.697765188874556
-0.15,1.0,City anchor,310000,0.5,336,10.16040010751913
-0.15,1.0,City anchor,310000,0.9,336,12.39500177806101
-0.15,1.0,City anchor,310000,0.95,336,12.99173296918954
-0.15,1.0,City anchor,310000,0.99,336,13.560854667152778
-0.15,1.0,City anchor,310000,1.0,336,13.697765188874556
-0.15,1.0,City anchor,320000,0.5,324,10.134461743182888
-0.15,1.0,City anchor,320000,0.9,324,12.453262610326155
-0.15,1.0,City anchor,320000,0.95,324,12.99173296918954
-0.15,1.0,City anchor,320000,0.99,324,13.560854667152778
-0.15,1.0,City anchor,320000,1.0,324,13.697765188874556
-0.15,1.0,City anchor,330000,0.5,326,10.206524180728561
-0.15,1.0,City anchor,330000,0.9,326,12.453262610326155
-0.15,1.0,City anchor,330000,0.95,326,12.99173296918954
-0.15,1.0,City anchor,330000,0.99,326,13.560854667152778
-0.15,1.0,City anchor,330000,1.0,326,13.697765188874556
-0.15,1.0,City anchor,340000,0.5,321,10.250274696070626
-0.15,1.0,City anchor,340000,0.9,321,12.453262610326155
-0.15,1.0,City anchor,340000,0.95,321,12.99173296918954
-0.15,1.0,City anchor,340000,0.99,321,13.560854667152778
-0.15,1.0,City anchor,340000,1.0,321,13.697765188874556
-0.15,1.0,City anchor,350000,0.5,328,10.206524180728561
-0.15,1.0,City anchor,350000,0.9,328,12.453262610326155
-0.15,1.0,City anchor,350000,0.95,328,12.99173296918954
-0.15,1.0,City anchor,350000,0.99,328,13.560854667152778
-0.15,1.0,City anchor,350000,1.0,328,13.697765188874556
-0.15,1.0,City anchor,360000,0.5,326,10.214253074510182
-0.15,1.0,City anchor,360000,0.9,326,12.453262610326155
-0.15,1.0,City anchor,360000,0.95,326,12.99173296918954
-0.15,1.0,City anchor,360000,0.99,326,13.560854667152778
-0.15,1.0,City anchor,360000,1.0,326,13.697765188874556
-0.15,1.0,City anchor,370000,0.5,321,10.105858786145205
-0.15,1.0,City anchor,370000,0.9,321,12.453262610326155
-0.15,1.0,City anchor,370000,0.95,321,12.99173296918954
-0.15,1.0,City anchor,370000,0.99,321,13.560854667152778
-0.15,1.0,City anchor,370000,1.0,321,13.697765188874556
-0.15,1.0,City anchor,410000,0.5,320,10.161092852613884
-0.15,1.0,City anchor,410000,0.9,320,12.453262610326155
-0.15,1.0,City anchor,410000,0.95,320,12.99173296918954
-0.15,1.0,City anchor,410000,0.99,320,13.560854667152778
-0.15,1.0,City anchor,410000,1.0,320,13.697765188874556
-0.15,1.0,City anchor,420000,0.5,324,10.221893780569346
-0.15,1.0,City anchor,420000,0.9,324,12.453262610326155
-0.15,1.0,City anchor,420000,0.95,324,12.99173296918954
-0.15,1.0,City anchor,420000,0.99,324,13.560854667152778
-0.15,1.0,City anchor,420000,1.0,324,13.697765188874556
-0.15,1.0,City anchor,430000,0.5,323,10.250274696070626
-0.15,1.0,City anchor,430000,0.9,323,12.453262610326155
-0.15,1.0,City anchor,430000,0.95,323,12.99173296918954
-0.15,1.0,City anchor,430000,0.99,323,13.560854667152778
-0.15,1.0,City anchor,430000,1.0,323,13.697765188874556
-0.15,1.0,City anchor,440000,0.5,316,10.27348449344332
-0.15,1.0,City anchor,440000,0.9,316,12.496158067112905
-0.15,1.0,City anchor,440000,0.95,316,13.002581574971718
-0.15,1.0,City anchor,440000,0.99,316,13.560854667152778
-0.15,1.0,City anchor,440000,1.0,316,13.697765188874556
-0.15,1.0,City anchor,450000,0.5,323,10.250274696070626
-0.15,1.0,City anchor,450000,0.9,323,12.453262610326155
-0.15,1.0,City anchor,450000,0.95,323,12.99173296918954
-0.15,1.0,City anchor,450000,0.99,323,13.560854667152778
-0.15,1.0,City anchor,450000,1.0,323,13.697765188874556
-0.15,1.0,City anchor,460000,0.5,333,10.162713713766047
-0.15,1.0,City anchor,460000,0.9,333,12.39500177806101
-0.15,1.0,City anchor,460000,0.95,333,12.99173296918954
-0.15,1.0,City anchor,460000,0.99,333,13.560854667152778
-0.15,1.0,City anchor,460000,1.0,333,13.697765188874556
-0.15,1.0,City anchor,500000,0.5,336,10.16067892772834
-0.15,1.0,City anchor,500000,0.9,336,12.39500177806101
-0.15,1.0,City anchor,500000,0.95,336,12.99173296918954
-0.15,1.0,City anchor,500000,0.99,336,13.560854667152778
-0.15,1.0,City anchor,500000,1.0,336,13.697765188874556
-0.15,1.0,City anchor,510000,0.5,316,10.250532614910535
-0.15,1.0,City anchor,510000,0.9,316,12.496158067112905
-0.15,1.0,City anchor,510000,0.95,316,13.002581574971718
-0.15,1.0,City anchor,510000,0.99,316,13.560854667152778
-0.15,1.0,City anchor,510000,1.0,316,13.697765188874556
-0.15,1.0,City anchor,520000,0.5,328,10.162713713766047
-0.15,1.0,City anchor,520000,0.9,328,12.453262610326155
-0.15,1.0,City anchor,520000,0.95,328,12.99173296918954
-0.15,1.0,City anchor,520000,0.99,328,13.560854667152778
-0.15,1.0,City anchor,520000,1.0,328,13.697765188874556
-0.15,1.0,City anchor,530000,0.5,321,10.162713713766047
-0.15,1.0,City anchor,530000,0.9,321,12.453262610326155
-0.15,1.0,City anchor,530000,0.95,321,12.99173296918954
-0.15,1.0,City anchor,530000,0.99,321,13.560854667152778
-0.15,1.0,City anchor,530000,1.0,321,13.697765188874556
-0.15,1.0,City anchor,540000,0.5,330,10.121381240242089
-0.15,1.0,City anchor,540000,0.9,330,12.357063545144431
-0.15,1.0,City anchor,540000,0.95,330,12.885343821621586
-0.15,1.0,City anchor,540000,0.99,330,13.282808315218952
-0.15,1.0,City anchor,540000,1.0,330,13.697765188874556
-0.15,1.0,City anchor,610000,0.5,327,10.162713713766047
-0.15,1.0,City anchor,610000,0.9,327,12.453262610326155
-0.15,1.0,City anchor,610000,0.95,327,12.99173296918954
-0.15,1.0,City anchor,610000,0.99,327,13.560854667152778
-0.15,1.0,City anchor,610000,1.0,327,13.697765188874556
-0.15,1.0,City anchor,620000,0.5,323,10.108709843089269
-0.15,1.0,City anchor,620000,0.9,323,12.39500177806101
-0.15,1.0,City anchor,620000,0.95,323,12.99173296918954
-0.15,1.0,City anchor,620000,0.99,323,13.560854667152778
-0.15,1.0,City anchor,620000,1.0,323,13.697765188874556
-0.15,1.0,City anchor,630000,0.5,329,10.121381240242089
-0.15,1.0,City anchor,630000,0.9,329,12.35173296503762
-0.15,1.0,City anchor,630000,0.95,329,12.853092005666955
-0.15,1.0,City anchor,630000,0.99,329,13.359781679363426
-0.15,1.0,City anchor,630000,1.0,329,13.697765188874556
-0.15,1.0,City anchor,640000,0.5,332,10.125689017149009
-0.15,1.0,City anchor,640000,0.9,332,12.39500177806101
-0.15,1.0,City anchor,640000,0.95,332,12.99173296918954
-0.15,1.0,City anchor,640000,0.99,332,13.560854667152778
-0.15,1.0,City anchor,640000,1.0,332,13.697765188874556
-0.15,1.0,City anchor,650000,0.5,323,10.110287435313836
-0.15,1.0,City anchor,650000,0.9,323,12.39500177806101
-0.15,1.0,City anchor,650000,0.95,323,12.99173296918954
-0.15,1.0,City anchor,650000,0.99,323,13.560854667152778
-0.15,1.0,City anchor,650000,1.0,323,13.697765188874556
-0.15,1.3,Primary,None,0.5,337,10.049428667016102
-0.15,1.3,Primary,None,0.9,337,12.358711279311919
-0.15,1.3,Primary,None,0.95,337,12.81869088371257
-0.15,1.3,Primary,None,0.99,337,13.14016062227996
-0.15,1.3,Primary,None,1.0,337,13.586312651996302
-0.15,1.3,Primary,110000,0.5,336,10.04882334922863
-0.15,1.3,Primary,110000,0.9,336,12.358711279311919
-0.15,1.3,Primary,110000,0.95,336,12.81869088371257
-0.15,1.3,Primary,110000,0.99,336,13.14016062227996
-0.15,1.3,Primary,110000,1.0,336,13.586312651996302
-0.15,1.3,Primary,120000,0.5,336,10.04882334922863
-0.15,1.3,Primary,120000,0.9,336,12.358711279311919
-0.15,1.3,Primary,120000,0.95,336,12.81869088371257
-0.15,1.3,Primary,120000,0.99,336,13.14016062227996
-0.15,1.3,Primary,120000,1.0,336,13.586312651996302
-0.15,1.3,Primary,130000,0.5,326,10.017560030984395
-0.15,1.3,Primary,130000,0.9,326,12.361440674873947
-0.15,1.3,Primary,130000,0.95,326,12.81869088371257
-0.15,1.3,Primary,130000,0.99,326,13.14016062227996
-0.15,1.3,Primary,130000,1.0,326,13.586312651996302
-0.15,1.3,Primary,140000,0.5,326,10.017560030984395
-0.15,1.3,Primary,140000,0.9,326,12.361440674873947
-0.15,1.3,Primary,140000,0.95,326,12.81869088371257
-0.15,1.3,Primary,140000,0.99,326,13.14016062227996
-0.15,1.3,Primary,140000,1.0,326,13.586312651996302
-0.15,1.3,Primary,150000,0.5,325,10.017560030984395
-0.15,1.3,Primary,150000,0.9,325,12.285583370636077
-0.15,1.3,Primary,150000,0.95,325,12.787872821851076
-0.15,1.3,Primary,150000,0.99,325,13.112300600686755
-0.15,1.3,Primary,150000,1.0,325,13.586312651996302
-0.15,1.3,Primary,210000,0.5,323,10.012721636167242
-0.15,1.3,Primary,210000,0.9,323,12.361440674873947
-0.15,1.3,Primary,210000,0.95,323,12.81869088371257
-0.15,1.3,Primary,210000,0.99,323,13.14016062227996
-0.15,1.3,Primary,210000,1.0,323,13.586312651996302
-0.15,1.3,Primary,220000,0.5,328,10.020645404862293
-0.15,1.3,Primary,220000,0.9,328,12.229484306148809
-0.15,1.3,Primary,220000,0.95,328,12.800109699052008
-0.15,1.3,Primary,220000,0.99,328,13.14016062227996
-0.15,1.3,Primary,220000,1.0,328,13.586312651996302
-0.15,1.3,Primary,230000,0.5,324,10.012721636167242
-0.15,1.3,Primary,230000,0.9,324,12.098073167734768
-0.15,1.3,Primary,230000,0.95,324,12.472425193503422
-0.15,1.3,Primary,230000,0.99,324,12.834581724894289
-0.15,1.3,Primary,230000,1.0,324,13.432333586830868
-0.15,1.3,Primary,310000,0.5,336,10.04882334922863
-0.15,1.3,Primary,310000,0.9,336,12.358711279311919
-0.15,1.3,Primary,310000,0.95,336,12.81869088371257
-0.15,1.3,Primary,310000,0.99,336,13.14016062227996
-0.15,1.3,Primary,310000,1.0,336,13.586312651996302
-0.15,1.3,Primary,320000,0.5,324,10.045063563849666
-0.15,1.3,Primary,320000,0.9,324,12.361440674873947
-0.15,1.3,Primary,320000,0.95,324,12.81869088371257
-0.15,1.3,Primary,320000,0.99,324,13.14016062227996
-0.15,1.3,Primary,320000,1.0,324,13.586312651996302
-0.15,1.3,Primary,330000,0.5,326,10.066884559638645
-0.15,1.3,Primary,330000,0.9,326,12.361440674873947
-0.15,1.3,Primary,330000,0.95,326,12.81869088371257
-0.15,1.3,Primary,330000,0.99,326,13.14016062227996
-0.15,1.3,Primary,330000,1.0,326,13.586312651996302
-0.15,1.3,Primary,340000,0.5,321,10.082768665835218
-0.15,1.3,Primary,340000,0.9,321,12.361440674873947
-0.15,1.3,Primary,340000,0.95,321,12.81869088371257
-0.15,1.3,Primary,340000,0.99,321,13.14016062227996
-0.15,1.3,Primary,340000,1.0,321,13.586312651996302
-0.15,1.3,Primary,350000,0.5,328,10.066884559638645
-0.15,1.3,Primary,350000,0.9,328,12.361440674873947
-0.15,1.3,Primary,350000,0.95,328,12.81869088371257
-0.15,1.3,Primary,350000,0.99,328,13.14016062227996
-0.15,1.3,Primary,350000,1.0,328,13.586312651996302
-0.15,1.3,Primary,360000,0.5,326,10.073422533637345
-0.15,1.3,Primary,360000,0.9,326,12.361440674873947
-0.15,1.3,Primary,360000,0.95,326,12.81869088371257
-0.15,1.3,Primary,360000,0.99,326,13.14016062227996
-0.15,1.3,Primary,360000,1.0,326,13.586312651996302
-0.15,1.3,Primary,370000,0.5,321,9.977613928769259
-0.15,1.3,Primary,370000,0.9,321,12.361440674873947
-0.15,1.3,Primary,370000,0.95,321,12.81869088371257
-0.15,1.3,Primary,370000,0.99,321,13.14016062227996
-0.15,1.3,Primary,370000,1.0,321,13.586312651996302
-0.15,1.3,Primary,410000,0.5,320,10.049428667016102
-0.15,1.3,Primary,410000,0.9,320,12.361440674873947
-0.15,1.3,Primary,410000,0.95,320,12.81869088371257
-0.15,1.3,Primary,410000,0.99,320,13.14016062227996
-0.15,1.3,Primary,410000,1.0,320,13.586312651996302
-0.15,1.3,Primary,420000,0.5,324,10.078170201276059
-0.15,1.3,Primary,420000,0.9,324,12.361440674873947
-0.15,1.3,Primary,420000,0.95,324,12.81869088371257
-0.15,1.3,Primary,420000,0.99,324,13.14016062227996
-0.15,1.3,Primary,420000,1.0,324,13.586312651996302
-0.15,1.3,Primary,430000,0.5,323,10.082768665835218
-0.15,1.3,Primary,430000,0.9,323,12.361440674873947
-0.15,1.3,Primary,430000,0.95,323,12.81869088371257
-0.15,1.3,Primary,430000,0.99,323,13.14016062227996
-0.15,1.3,Primary,430000,1.0,323,13.586312651996302
-0.15,1.3,Primary,440000,0.5,316,10.107355857061883
-0.15,1.3,Primary,440000,0.9,316,12.387757932289212
-0.15,1.3,Primary,440000,0.95,316,12.834581724894289
-0.15,1.3,Primary,440000,0.99,316,13.14016062227996
-0.15,1.3,Primary,440000,1.0,316,13.586312651996302
-0.15,1.3,Primary,450000,0.5,323,10.082768665835218
-0.15,1.3,Primary,450000,0.9,323,12.361440674873947
-0.15,1.3,Primary,450000,0.95,323,12.81869088371257
-0.15,1.3,Primary,450000,0.99,323,13.14016062227996
-0.15,1.3,Primary,450000,1.0,323,13.586312651996302
-0.15,1.3,Primary,460000,0.5,333,10.055342360794729
-0.15,1.3,Primary,460000,0.9,333,12.358711279311919
-0.15,1.3,Primary,460000,0.95,333,12.81869088371257
-0.15,1.3,Primary,460000,0.99,333,13.14016062227996
-0.15,1.3,Primary,460000,1.0,333,13.586312651996302
-0.15,1.3,Primary,500000,0.5,336,10.049428667016102
-0.15,1.3,Primary,500000,0.9,336,12.358711279311919
-0.15,1.3,Primary,500000,0.95,336,12.81869088371257
-0.15,1.3,Primary,500000,0.99,336,13.14016062227996
-0.15,1.3,Primary,500000,1.0,336,13.586312651996302
-0.15,1.3,Primary,510000,0.5,316,10.087398704358774
-0.15,1.3,Primary,510000,0.9,316,12.387757932289212
-0.15,1.3,Primary,510000,0.95,316,12.834581724894289
-0.15,1.3,Primary,510000,0.99,316,13.14016062227996
-0.15,1.3,Primary,510000,1.0,316,13.586312651996302
-0.15,1.3,Primary,520000,0.5,328,10.065339917598482
-0.15,1.3,Primary,520000,0.9,328,12.361440674873947
-0.15,1.3,Primary,520000,0.95,328,12.81869088371257
-0.15,1.3,Primary,520000,0.99,328,13.14016062227996
-0.15,1.3,Primary,520000,1.0,328,13.586312651996302
-0.15,1.3,Primary,530000,0.5,321,10.066884559638645
-0.15,1.3,Primary,530000,0.9,321,12.361440674873947
-0.15,1.3,Primary,530000,0.95,321,12.81869088371257
-0.15,1.3,Primary,530000,0.99,321,13.14016062227996
-0.15,1.3,Primary,530000,1.0,321,13.586312651996302
-0.15,1.3,Primary,540000,0.5,330,10.041793151586798
-0.15,1.3,Primary,540000,0.9,330,12.293478067684905
-0.15,1.3,Primary,540000,0.95,330,12.81869088371257
-0.15,1.3,Primary,540000,0.99,330,13.14016062227996
-0.15,1.3,Primary,540000,1.0,330,13.586312651996302
-0.15,1.3,Primary,610000,0.5,327,10.049608059203653
-0.15,1.3,Primary,610000,0.9,327,12.361440674873947
-0.15,1.3,Primary,610000,0.95,327,12.81869088371257
-0.15,1.3,Primary,610000,0.99,327,13.14016062227996
-0.15,1.3,Primary,610000,1.0,327,13.586312651996302
-0.15,1.3,Primary,620000,0.5,323,10.012721636167242
-0.15,1.3,Primary,620000,0.9,323,12.361440674873947
-0.15,1.3,Primary,620000,0.95,323,12.81869088371257
-0.15,1.3,Primary,620000,0.99,323,13.14016062227996
-0.15,1.3,Primary,620000,1.0,323,13.586312651996302
-0.15,1.3,Primary,630000,0.5,329,10.041793151586798
-0.15,1.3,Primary,630000,0.9,329,12.293478067684905
-0.15,1.3,Primary,630000,0.95,329,12.787872821851076
-0.15,1.3,Primary,630000,0.99,329,13.14016062227996
-0.15,1.3,Primary,630000,1.0,329,13.586312651996302
-0.15,1.3,Primary,640000,0.5,332,10.04184661409484
-0.15,1.3,Primary,640000,0.9,332,12.358711279311919
-0.15,1.3,Primary,640000,0.95,332,12.81869088371257
-0.15,1.3,Primary,640000,0.99,332,13.14016062227996
-0.15,1.3,Primary,640000,1.0,332,13.586312651996302
-0.15,1.3,Primary,650000,0.5,323,10.012721636167242
-0.15,1.3,Primary,650000,0.9,323,12.361440674873947
-0.15,1.3,Primary,650000,0.95,323,12.81869088371257
-0.15,1.3,Primary,650000,0.99,323,13.14016062227996
-0.15,1.3,Primary,650000,1.0,323,13.586312651996302
-0.15,1.3,City anchor,None,0.5,337,10.039203352041604
-0.15,1.3,City anchor,None,0.9,337,12.34235975447271
-0.15,1.3,City anchor,None,0.95,337,12.965382350351383
-0.15,1.3,City anchor,None,0.99,337,13.514861425458191
-0.15,1.3,City anchor,None,1.0,337,13.696866397052275
-0.15,1.3,City anchor,110000,0.5,336,10.038454440947287
-0.15,1.3,City anchor,110000,0.9,336,12.34235975447271
-0.15,1.3,City anchor,110000,0.95,336,12.965382350351383
-0.15,1.3,City anchor,110000,0.99,336,13.514861425458191
-0.15,1.3,City anchor,110000,1.0,336,13.696866397052275
-0.15,1.3,City anchor,120000,0.5,336,10.038454440947287
-0.15,1.3,City anchor,120000,0.9,336,12.34235975447271
-0.15,1.3,City anchor,120000,0.95,336,12.965382350351383
-0.15,1.3,City anchor,120000,0.99,336,13.514861425458191
-0.15,1.3,City anchor,120000,1.0,336,13.696866397052275
-0.15,1.3,City anchor,130000,0.5,326,9.997448312929059
-0.15,1.3,City anchor,130000,0.9,326,12.412063754976987
-0.15,1.3,City anchor,130000,0.95,326,12.965382350351383
-0.15,1.3,City anchor,130000,0.99,326,13.514861425458191
-0.15,1.3,City anchor,130000,1.0,326,13.696866397052275
-0.15,1.3,City anchor,140000,0.5,326,9.997448312929059
-0.15,1.3,City anchor,140000,0.9,326,12.412063754976987
-0.15,1.3,City anchor,140000,0.95,326,12.965382350351383
-0.15,1.3,City anchor,140000,0.99,326,13.514861425458191
-0.15,1.3,City anchor,140000,1.0,326,13.696866397052275
-0.15,1.3,City anchor,150000,0.5,325,9.997448312929059
-0.15,1.3,City anchor,150000,0.9,325,12.274602919827204
-0.15,1.3,City anchor,150000,0.95,325,12.863261337681653
-0.15,1.3,City anchor,150000,0.99,325,13.381667108984674
-0.15,1.3,City anchor,150000,1.0,325,13.668855490660036
-0.15,1.3,City anchor,210000,0.5,323,9.997092925930605
-0.15,1.3,City anchor,210000,0.9,323,12.412063754976987
-0.15,1.3,City anchor,210000,0.95,323,12.965382350351383
-0.15,1.3,City anchor,210000,0.99,323,13.514861425458191
-0.15,1.3,City anchor,210000,1.0,323,13.696866397052275
-0.15,1.3,City anchor,220000,0.5,328,9.998208498540585
-0.15,1.3,City anchor,220000,0.9,328,12.220519688252063
-0.15,1.3,City anchor,220000,0.95,328,12.874970622146886
-0.15,1.3,City anchor,220000,0.99,328,13.514861425458191
-0.15,1.3,City anchor,220000,1.0,328,13.696866397052275
-0.15,1.3,City anchor,230000,0.5,324,9.997092925930605
-0.15,1.3,City anchor,230000,0.9,324,12.18843974797883
-0.15,1.3,City anchor,230000,0.95,324,12.493751876631109
-0.15,1.3,City anchor,230000,0.99,324,13.514861425458191
-0.15,1.3,City anchor,230000,1.0,324,13.696866397052275
-0.15,1.3,City anchor,310000,0.5,336,10.038454440947287
-0.15,1.3,City anchor,310000,0.9,336,12.34235975447271
-0.15,1.3,City anchor,310000,0.95,336,12.965382350351383
-0.15,1.3,City anchor,310000,0.99,336,13.514861425458191
-0.15,1.3,City anchor,310000,1.0,336,13.696866397052275
-0.15,1.3,City anchor,320000,0.5,324,10.001844500022372
-0.15,1.3,City anchor,320000,0.9,324,12.412063754976987
-0.15,1.3,City anchor,320000,0.95,324,12.965382350351383
-0.15,1.3,City anchor,320000,0.99,324,13.514861425458191
-0.15,1.3,City anchor,320000,1.0,324,13.696866397052275
-0.15,1.3,City anchor,330000,0.5,326,10.091044985580222
-0.15,1.3,City anchor,330000,0.9,326,12.412063754976987
-0.15,1.3,City anchor,330000,0.95,326,12.965382350351383
-0.15,1.3,City anchor,330000,0.99,326,13.514861425458191
-0.15,1.3,City anchor,330000,1.0,326,13.696866397052275
